currency,is_active,is_member,is_tax_liability,create_time,update_time,alternate_email,alternate_phone,channel_customer_id,channel_type,company_name,customer_id,order_item_id,customer_status,customer_type,display_name,entity,family_name,fax,field,first_name,fully_qualified_name,hash_code,installation_id,last_name,middle_name,mobile,name_suffix,primary_email,primary_phone,title_name,user_id,value,web_addr
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,a24dc0591c6aa4c55ff198d8ad083521,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100043-0401,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,5b7e10ed56eb90e36e81a110f33bb1ef,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100043-0101,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,bbd501f3c7e0a9b9961a817b3764510a,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100042-0401,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,41fefec5770bac650fbd1ffcb7e1af41,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100042-0501,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,2ca068b30e1c947d2c718f3f25ecfe9f,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100042-0601,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,23f0763e1bdf78496aa00e1017f258ed,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100042-0201,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,4ce878fd403022d7ed16ac8f3dde936f,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100042-0301,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,5bed389ba13fa2bea75afb7c39b704aa,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100042-0101,
USD,Y,Y,Y,,,,,7254905651385,,,d0a651277d7b2cacc5910e946debd9db,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,NTQ,,e93c746d5bfebc012f799747df4d2984,,Test,,,,hanh.nguyen17+5@ntq-solution.com.vn,+16029876543,,hanh.nguyen17+5@ntq-solution.com.vn,0105434100041-0102,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,acc99089352cd54dc26fedb865c50880,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100040-0301,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,ce907ab3a56618d48813c7928136eb3f,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100040-0101,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,4e070d6331cd8374c6cf3d7ea0b4d956,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434100040-0201,
USD,Y,Y,Y,,,,,7254905651385,,,d0a651277d7b2cacc5910e946debd9db,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,NTQ,,9c659bd96f0f9970cffbd3922ab1f0b6,,Test,,,,hanh.nguyen17+5@ntq-solution.com.vn,+16029876543,,hanh.nguyen17+5@ntq-solution.com.vn,0105434100039-0101,
USD,Y,Y,Y,,,,,karate-percy.keeling@example.com,,,17306105780b9447efab36672f643fa2,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Malik,,89fe4bdaf3bc57f7599cc39522a09e00,,Rosenbaum,,,,percy.keeling@example.com,+19833489145,,percy.keeling@example.com,0105434100038-0101,
USD,Y,Y,Y,,,,,karate-mitsuko.terry@example.com,,,2b8c6399f5e15c9a23c068ff115d4cc9,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Nancie,,90a88e545d749b2f6986dffeee205122,,Stanton,,,,mitsuko.terry@example.com,+11063660506,,mitsuko.terry@example.com,0105434100037-0101,
USD,Y,Y,Y,,,,,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Nhung,,80997f729e8a12b71f09ba2bc27144c0,,Vu,,,,nhung.vu@ntq-solution.com.vn,+12312322334,,nhung.vu@ntq-solution.com.vn,0105433900076-0102,
USD,Y,Y,Y,,,,,karate-elias.schmeler@example.com,,,4b355b56a9639c566b952f5c247777cc,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Eugene,,f091288d8d0e73cf725f2470269fd652,,Lesch,,,,elias.schmeler@example.com,+14828032546,,elias.schmeler@example.com,0105434100036-0101,
USD,Y,Y,Y,,,,,,,,62082ad4130a82e5a9f72ae38686d7fd,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Dede,,380e95a7efccd55438430074439dbcd0,,Okuneva,,,,earleen.mills@example.com,+13292262580,,earleen.mills@example.com,0105434100035-0101,
USD,Y,Y,Y,,,,,,,,6b0041498d49a862366d075b77dd2db9,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Ignacio,,89adea3144e39b9fdd6e61737e2576f4,,MacGyver,,,,numbers.bosco@example.com,+13171378126,,numbers.bosco@example.com,0105434100034-0101,
USD,Y,Y,Y,,,,,,,,a35d144d4fcf9f6a432136f99da8414b,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Yadira,,478f7ea2e188fc817fd7871a82e42410,,Kozey,,,,terrance.bins@example.com,+16318635463,,terrance.bins@example.com,0105434100033-0101,
USD,Y,Y,Y,,,,,,,,dd4b2ab2ade48802a04669d09662029f,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Benton,,fe9a0142221d9263060feb042463ff5f,,Dicki,,,,darren.moen@example.com,+14633842751,,darren.moen@example.com,0105434100032-0101,
USD,Y,Y,Y,,,,,,,,9f8e19c9d9b106cac49580cec6b93c7f,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Tom,,f5efa39859b536ee7c65aacab256d25f,,Kirlin,,,,hugo.rowe@example.com,+18627622353,,hugo.rowe@example.com,0105434100031-0101,
USD,Y,Y,Y,,,,,,,,6efeabafac1172a37a92dd54ba9a1fac,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Skye,,b57e7ac119fc7778e8ce1db75d4ae281,,Hane,,,,garfield.johnson@example.com,+15136692587,,garfield.johnson@example.com,0105434100030-0101,
USD,Y,Y,Y,,,,,karate-chara.rath@example.com,,,e56e593a6f8dc8c3ed27ffc99dbcbc50,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Tod,,fa7b0b696a61fbc521b336ef284dc7a3,,Wintheiser,,,,chara.rath@example.com,+19002880571,,chara.rath@example.com,0105434100029-0101,
USD,Y,Y,Y,,,,,karate-brent.friesen@example.com,,,34d70a391a538ff6a3182e49175253fa,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Lavinia,,58be71c0c675337e1d8689da4ca963f4,,Murazik,,,,brent.friesen@example.com,+13661626344,,brent.friesen@example.com,0105434100028-0101,
USD,Y,Y,Y,,,,,karate-sharita.flatley@example.com,,,4fc29b7a644423afb29419d958855f83,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Frankie,,1b7da6605c02b6e233ccbf9a77422b82,,Zemlak,,,,sharita.flatley@example.com,+11000558848,,sharita.flatley@example.com,0105434100027-0101,
USD,Y,Y,Y,,,,,karate-daryl.jacobs@example.com,,,ea6beedc8cdfa0d98be3d7c27551c75f,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Elke,,0a2210a85b1d678203a7b03d5eae6d5a,,Hayes,,,,daryl.jacobs@example.com,+16498141674,,daryl.jacobs@example.com,0105434100026-0101,
USD,Y,Y,Y,,,,,karate-stephaine.friesen@example.com,,,219048d9cefa9597e7ac912e3bd76460,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Marco,,3594e6384e5196d381f7feb10f6a2b4e,,Nolan,,,,stephaine.friesen@example.com,+11369782084,,stephaine.friesen@example.com,0105434100025-0101,
USD,Y,Y,Y,,,,,karate-korey.mccullough@example.com,,,1a7eb9ecd1a6c1de1e17f007d75faa39,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Logan,,d2f856dba25a892d5e57447e267db3d3,,Auer,,,,korey.mccullough@example.com,+17846603156,,korey.mccullough@example.com,0105434100024-0101,
USD,Y,Y,Y,,,,,karate-lionel.rice@example.com,,,36bc52285f9ee74d8b3901bc14d0b607,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Emogene,,0d71bb1fc73c5a55505ffdd8227091b9,,Huels,,,,lionel.rice@example.com,+19418068310,,lionel.rice@example.com,0105434100023-0101,
USD,Y,Y,Y,,,,,karate-burton.schultz@example.com,,,488a37fe0851979f3f3bbf0280ff54b5,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Josue,,50fe093bc19d7997277000296b0dc12b,,Hermiston,,,,burton.schultz@example.com,+12632514994,,burton.schultz@example.com,0105434100022-0101,
USD,Y,Y,Y,,,,,karate-jarvis.heidenreich@example.com,,,2f10ef1765c9e2ded685089626ac23aa,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Benton,,318ce246b185dbfc58e843b364d5d759,,Hilpert,,,,jarvis.heidenreich@example.com,+13586650164,,jarvis.heidenreich@example.com,0105434100021-0101,
USD,Y,Y,Y,,,,,karate-eleanora.hammes@example.com,,,4fd01dd967ffceb461eee72cc0fcbc5d,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Vincenza,,73cc5ecc632c829dc3c244c46e0aeb4a,,Kunze,,,,eleanora.hammes@example.com,+13174297971,,eleanora.hammes@example.com,0105434100020-0101,
USD,Y,Y,Y,,,,,karate-georgia.bruen@example.com,,,90b51da604c3e419047b8f8deb4cd980,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Corrie,,b4dc2db907428ddcf2b9f4a617a62d90,,Crist,,,,georgia.bruen@example.com,+11389241759,,georgia.bruen@example.com,0105434100019-0101,
USD,Y,Y,Y,,,,,karate-salvador.gibson@example.com,,,45bfa7683a2629e3241396b34215ac7a,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Mae,,a84ac514383530347364dc4afb9969a1,,Balistreri,,,,salvador.gibson@example.com,+10698073715,,salvador.gibson@example.com,0105434100018-0101,
USD,Y,Y,Y,,,,,karate-romeo.nader@example.com,,,0f33bf30e229ebda9ecde600226259a4,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Kerry,,f3fedab1cc9cf959c3ae4f2179af7116,,Lind,,,,romeo.nader@example.com,+14326788333,,romeo.nader@example.com,0105434100017-0101,
USD,Y,Y,Y,,,,,karate-doug.miller@example.com,,,02898192d1774892ddd7c74a85336fa1,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Ilene,,c192bb3cac18dc6876e01036146004e8,,Heaney,,,,doug.miller@example.com,+12852079293,,doug.miller@example.com,0105434100016-0101,
USD,Y,Y,Y,,,,,karate-lorena.mosciski@example.com,,,b15c528c1ae5bd3cede2fbf05c06604c,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Orval,,06845fd29ee06c7b02fbbe003e246b81,,Fisher,,,,lorena.mosciski@example.com,+14300557246,,lorena.mosciski@example.com,0105434100015-0101,
USD,Y,Y,Y,,,,,karate-wyatt.witting@example.com,,,4586f675009f91afb592f4890dd55359,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Abram,,c5c75fe734d213d702f7e4ec287e8177,,Reynolds,,,,wyatt.witting@example.com,+11736108159,,wyatt.witting@example.com,0105434100014-0101,
USD,Y,Y,Y,,,,,karate-bill.leuschke@example.com,,,4c91205d3d4a428c0d739fd2c4522525,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Bert,,aee0f1a0ca254df375ed0c14585f1682,,Goodwin,,,,bill.leuschke@example.com,+12926695618,,bill.leuschke@example.com,0105434100013-0101,
USD,Y,Y,Y,,,,,karate-myesha.osinski@example.com,,,3053658a799cd86dd34293b6fc2ce0f0,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Eliana,,400f556db56baa804eb86f92f4446be3,,Deckow,,,,myesha.osinski@example.com,+14731380248,,myesha.osinski@example.com,0105434100012-0101,
USD,Y,Y,Y,,,,,karate-will.douglas@example.com,,,8bd3a91e51198de1d1cecdae8597c4ab,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Noah,,e9bbb0297e567457364d8156d1ffa42e,,Satterfield,,,,will.douglas@example.com,+10552796335,,will.douglas@example.com,0105434100011-0101,
USD,Y,Y,Y,,,,,karate-adalberto.hauck@example.com,,,8ef40a02fc5fd1301a96c47bbedf9dfe,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Douglass,,d3778cfefb4c8d0dc7d03ceb76a268e5,,Cole,,,,adalberto.hauck@example.com,+16673452581,,adalberto.hauck@example.com,0105434100010-0101,
USD,Y,Y,Y,,,,,karate-grant.satterfield@example.com,,,412416bb10a2bfa33d6143a6686a4cf6,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Rolando,,af3da0f0fff265ee12735270ec3b5c0c,,Rau,,,,grant.satterfield@example.com,+11214084630,,grant.satterfield@example.com,0105434100009-0101,
USD,Y,Y,Y,,,,,karate-trevor.adams@example.com,,,6d0a5c8c99aa4f9e18df70a6ca7b690b,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Chris,,5a4c4d59f80c04c25fb7b8ea9ed3bcf8,,Brekke,,,,trevor.adams@example.com,+15422833573,,trevor.adams@example.com,0105434100008-0101,
USD,Y,Y,Y,,,,,karate-stevie.paucek@example.com,,,a4a4cbdc709df324d13b2f7e731315ac,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Sophie,,cc25bc27b55b5e3c367b227e8203a2b8,,Bednar,,,,stevie.paucek@example.com,+10551666038,,stevie.paucek@example.com,0105434100007-0101,
USD,Y,Y,Y,,,,,karate-jerrold.barrows@example.com,,,089e325bc67908853ab8a997a25311fc,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Pierre,,dbef1c0bdec16ddcb3c684a7e7dc1627,,Hettinger,,,,jerrold.barrows@example.com,+19542927414,,jerrold.barrows@example.com,0105434100006-0101,
USD,Y,Y,Y,,,,,7261983342777,,,d669fdc307c8372dc05d0b13554c007b,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Thu,,4485a237a312c6820ad62c897b624306,,Thuy,,,,thuy.nguyen7@ntq-solution.com.vn,+1362677240,,thuy.nguyen7@ntq-solution.com.vn,0105434100005-0101,
USD,Y,Y,Y,,,,,7261983342777,,,d669fdc307c8372dc05d0b13554c007b,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Thu,,2483959fb18d03b8dc3e900e05f999f1,,Thuy,,,,thuy.nguyen7@ntq-solution.com.vn,+1362677240,,thuy.nguyen7@ntq-solution.com.vn,0105434100004-0301,
USD,Y,Y,Y,,,,,7261983342777,,,d669fdc307c8372dc05d0b13554c007b,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Thu,,d5b9dac06fc8456c119705e63b4ee986,,Thuy,,,,thuy.nguyen7@ntq-solution.com.vn,+1362677240,,thuy.nguyen7@ntq-solution.com.vn,0105434100004-0201,
USD,Y,Y,Y,,,,,7261983342777,,,d669fdc307c8372dc05d0b13554c007b,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Thu,,e5d5c96cb6c0c5be4b3058c5d3fb3ff5,,Thuy,,,,thuy.nguyen7@ntq-solution.com.vn,+1362677240,,thuy.nguyen7@ntq-solution.com.vn,0105434100004-0101,
USD,Y,Y,Y,,,,,7076769071289,,,add82a2c43fb87641687545f9b351ee1,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Tung,,1989e1cba5a3c7c2bed4e2ce5802c287,,Nguyen,,,,tung.nguyen16@ntq-solution.com.vn,+82821046772909,,tung.nguyen16@ntq-solution.com.vn,0105434100003-0201,
USD,Y,Y,Y,,,,,7076769071289,,,add82a2c43fb87641687545f9b351ee1,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Tung,,2fd03acd2c6004b517a386f1cf0e273b,,Nguyen,,,,tung.nguyen16@ntq-solution.com.vn,+82821046772909,,tung.nguyen16@ntq-solution.com.vn,0105434100003-0301,
USD,Y,Y,Y,,,,,7076769071289,,,add82a2c43fb87641687545f9b351ee1,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Tung,,6ebfaf5dc889a35b981eba2ddcae313e,,Nguyen,,,,tung.nguyen16@ntq-solution.com.vn,+82821046772909,,tung.nguyen16@ntq-solution.com.vn,0105434100003-0101,
USD,Y,Y,Y,,,,,gid://shopify/Customer/7758859010264,,,abdeafb1b20f357340523492873b3055,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,a,,b8a6cec1af4014c150ab4b6bd5df8241,,a,,,,11133@any.pink,+821050544065,,11133@any.pink,0105434100002-0101,
USD,Y,Y,Y,,,,,7261983342777,,,d669fdc307c8372dc05d0b13554c007b,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Thu,,fef185604c50891fc8e7b58c10b96ea6,,Thuy,,,,thuy.nguyen7@ntq-solution.com.vn,+1362677240,,thuy.nguyen7@ntq-solution.com.vn,0105434100001-0101,
USD,Y,Y,Y,,,,,7089611604153,,,ca500feae7e0d6c378218a6af1610042,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Giang,,69f6639d28078c411bb3ba72ff85dacc,,Test,,,,giangthy93@gmail.com,+12312322334,,giangthy93@gmail.com,0105434000056-0101,
USD,Y,Y,Y,,,,,7077706236089,,,571da871e422fafdb7f1920522784445,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Duc,,63c4d0892393a60af9c441a648028fbb,,Ngo,,,,duc.ngo@ntq-solution.com.vn,+821046772909,,duc.ngo@ntq-solution.com.vn,0105434000055-0102,
USD,Y,Y,Y,,,,,,,,c47c480828e964b6eefc528d2bb0a379,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Titus,,1ef5c5d34a40c04b7b99c2f9ff0fb794,,Williamson,,,,stephen.rippin@example.com,+14633011504,,stephen.rippin@example.com,0105434000054-0101,
USD,Y,Y,Y,,,,,karate-jim.rice@example.com,,,856483973cc46319d4e856e250eb08bd,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Shane,,5e579ac6f6a4d23143410e21eaa6b8e7,,Haley,,,,jim.rice@example.com,+13995472825,,jim.rice@example.com,0105434000053-0101,
USD,Y,Y,Y,,,,,karate-al.krajcik@example.com,,,f10a29cae609e9897a8f6091df6950ec,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Carylon,,70af3c5f42c8126a9fd78a7a88d3490f,,Weber,,,,al.krajcik@example.com,+13611922746,,al.krajcik@example.com,0105434000052-0101,
USD,Y,Y,Y,,,,,karate-eula.mcglynn@example.com,,,f54838d026c07d91eb874630629246e9,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Stephenie,,9df2a5285c8c3c8848ef9d38b0eaa6bf,,Douglas,,,,eula.mcglynn@example.com,+17682449165,,eula.mcglynn@example.com,0105434000051-0101,
USD,Y,Y,Y,,,,,karate-heath.hessel@example.com,,,663cd0f1557166bb784b4c3ffb9411a6,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Arron,,a858573faf70498c984292d15300ea0b,,Champlin,,,,heath.hessel@example.com,+11175451454,,heath.hessel@example.com,0105434000050-0101,
USD,Y,Y,Y,,,,,karate-nelle.fay@example.com,,,80d757539c71122058ecf948ea25f6c2,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Talisha,,494a37f88c2706d01cbccdc63ed6edd2,,Bartell,,,,nelle.fay@example.com,+11576174356,,nelle.fay@example.com,0105434000049-0101,
USD,Y,Y,Y,,,,,karate-niki.halvorson@example.com,,,52aa47c67ca2badf12e8be4ee709b3c0,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Deeanna,,725f52a4cb053360662dbf3b72838e8c,,Kreiger,,,,niki.halvorson@example.com,+10216117273,,niki.halvorson@example.com,0105434000048-0101,
USD,Y,Y,Y,,,,,karate-rayford.harvey@example.com,,,854242b4f9df69bdfb8e3d38b46825ba,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Natasha,,324b00fe59df3e28a523190966d60c09,,Hansen,,,,rayford.harvey@example.com,+12132134089,,rayford.harvey@example.com,0105434000047-0101,
USD,Y,Y,Y,,,,,karate-clarinda.cruickshank@example.com,,,bc28fb311acc9a5438111cf1f05b2fb7,,ACTIVE,INDIVIDUAL,,CollectOrderItem,,,order_item_id,Valentine,,cef07583082ac25c20470d92a830bf53,,Quigley,,,,clarinda.cruickshank@example.com,+10961585296,,clarinda.cruickshank@example.com,0105434000046-0101,
