id,payment_id,transaction_type,order_id,transaction_id,payment_method,payment_time,currency,total_price,tax,subtotal_price,item_price,discount_price,prepaid_amount,registration_price,promotions,tax_lines,address,refund,update_time
9bfb21b6abad,1VakmI5LZGs,CHARGE,0105421000001,gid://shopify/OrderTransaction/7275072913686,CREDIT_CARD,2024-07-28 04:21:44.000000,USD,2700.00,0.00,2700.00,2700.00,0.00,0.00,0.00,,[],"{""firstName"" : ""Đào"", ""lastName"" : ""Huế"", ""email"" : ""hue991@sharklasers.com"", ""phone"" : ""6025557845"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""14520"", ""address2"" : ""Memorial"", ""zipcode"" : ""77069""}",,2024-07-28 05:05:25.751197
151d8f121000,1a2TpfoKHQi,CHARGE,0105501000062,6971718664377,CREDIT_CARD,2025-01-10 07:24:13.000000,USD,2620.79,210.79,2410.00,2555.00,145.00,0.00,0.00,,"[{""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 25.55, ""paymentId"" : ""1a2TpfoKHQi"", ""id"" : ""1a2TpfobsYp""}, {""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 25.55, ""paymentId"" : ""1a2TpfoKHQi"", ""id"" : ""1a2TpfobsYo""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 159.69, ""paymentId"" : ""1a2TpfoKHQi"", ""id"" : ""1a2TpfobsYn""}]","{""firstName"" : ""Hanh"", ""lastName"" : ""Test"", ""email"" : ""hanh.nguyen17+121@ntq-solution.com.vn"", ""phone"" : ""+84987654321"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""3333 Raleigh St"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77021""}",[],2025-01-10 09:18:52.283977
9733f1b12b4b,1a2UN3eoCYX,CHARGE,0105501000063,6971721285817,CREDIT_CARD,2025-01-10 07:31:20.000000,USD,2131.40,191.40,1940.00,2320.00,380.00,0.00,0.00,,"[{""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 23.20, ""paymentId"" : ""1a2UN3eoCYX"", ""id"" : ""1a2UN3eoCYZ""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 145.00, ""paymentId"" : ""1a2UN3eoCYX"", ""id"" : ""1a2UN3eoCYY""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 23.20, ""paymentId"" : ""1a2UN3eoCYX"", ""id"" : ""1a2UN3eoCYa""}]","{""firstName"" : ""Hanh"", ""lastName"" : ""Nguyen"", ""email"" : ""hanh.nguyen17+121@ntq-solution.com.vn"", ""phone"" : ""+16029876543"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""3333 Raleigh St"", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77021""}",[],2025-01-10 09:20:43.804397
f2275857c930,1a2Vwb2FdO5,CHARGE,0105501000067,6971731312825,CREDIT_CARD,2025-01-10 07:53:03.000000,USD,2620.79,210.79,2410.00,2555.00,145.00,0.00,0.00,,"[{""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 159.69, ""paymentId"" : ""1a2Vwb2FdO5"", ""id"" : ""1a2Vwb2FdO6""}, {""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 25.55, ""paymentId"" : ""1a2Vwb2FdO5"", ""id"" : ""1a2Vwb2FdO7""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 25.55, ""paymentId"" : ""1a2Vwb2FdO5"", ""id"" : ""1a2Vwb2FdO8""}]","{""firstName"" : ""Giang"", ""lastName"" : ""Test"", ""email"" : ""giangthy93@gmail.com"", ""phone"" : ""+12312322334"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""1"", ""address2"" : ""2"", ""zipcode"" : ""77021""}",[],2025-01-10 08:23:47.027810
86155041943d,1a2Ytnzjl8s,CHARGE,0105501000070,6971772895417,CREDIT_CARD,2025-01-10 08:35:11.000000,USD,2131.40,191.40,1940.00,2320.00,380.00,0.00,0.00,,"[{""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 23.20, ""paymentId"" : ""1a2Ytnzjl8s"", ""id"" : ""1a2Ytnzjl8v""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 145.00, ""paymentId"" : ""1a2Ytnzjl8s"", ""id"" : ""1a2Ytnzjl8t""}, {""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 23.20, ""paymentId"" : ""1a2Ytnzjl8s"", ""id"" : ""1a2Ytnzjl8u""}]","{""firstName"" : ""Giang"", ""lastName"" : ""Test"", ""email"" : ""giangthy93@gmail.com"", ""phone"" : ""+12312322334"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""q1"", ""address2"" : ""a2"", ""zipcode"" : ""77021""}",[],2025-01-10 09:30:47.772766
5b099c4e6f68,1a4AQzTBS4K,CHARGE,0105501100008,7115391697112,CREDIT_CARD,2025-01-11 07:46:41.000000,USD,1461.38,111.38,1350.00,1350.00,0.00,0.00,0.00,,"[{""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a4AQzTBS4K"", ""id"" : ""1a4AQzTBS4N""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 84.38, ""paymentId"" : ""1a4AQzTBS4K"", ""id"" : ""1a4AQzTBS4L""}, {""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a4AQzTBS4K"", ""id"" : ""1a4AQzTBS4M""}]","{""firstName"" : ""Nhung"", ""lastName"" : ""VuBa"", ""email"" : ""nhungvu591998+3@gmail.com"", ""phone"" : ""+12312322334"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""gegtg"", ""address2"" : ""dthghgh"", ""zipcode"" : ""77021""}",[],2025-01-11 08:22:56.079560
83857d397097,1a4BWKXglJo,CHARGE,0105501100009,6972813115577,CREDIT_CARD,2025-01-11 08:02:31.000000,USD,971.99,91.99,880.00,1115.00,235.00,0.00,0.00,,"[{""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 11.15, ""paymentId"" : ""1a4BWKXglJo"", ""id"" : ""1a4BWKXglJq""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 69.69, ""paymentId"" : ""1a4BWKXglJo"", ""id"" : ""1a4BWKXglJp""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 11.15, ""paymentId"" : ""1a4BWKXglJo"", ""id"" : ""1a4BWKXglJr""}]","{""firstName"" : ""Nhung"", ""lastName"" : ""VuBa"", ""email"" : ""nhungvu591998+3@gmail.com"", ""phone"" : ""+12312322334"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""ádsdss"", ""address2"" : ""ssdsdsd"", ""zipcode"" : ""77021""}",[],2025-01-11 08:12:38.288599
18254ab29601,1a7XwEUUZJT,CHARGE,0105501300042,7118275379416,CREDIT_CARD,2025-01-13 08:39:09.000000,USD,1461.38,111.38,1350.00,1350.00,0.00,0.00,0.00,,"[{""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a7XwEUUZJT"", ""id"" : ""1a7XwEUUZJV""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 84.38, ""paymentId"" : ""1a7XwEUUZJT"", ""id"" : ""1a7XwEUUZJU""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a7XwEUUZJT"", ""id"" : ""1a7XwEUUZJW""}]","{""firstName"" : ""tunggggg"", ""lastName"" : ""Nguyen"", ""email"" : ""tung.nguyen16+3@ntq-solution.com.vn"", ""phone"" : ""6024213544"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""1"", ""address2"" : ""2"", ""zipcode"" : ""77021""}",[],2025-01-13 08:41:33.587643
08673b3c7116,1a7YFKcArhf,CHARGE,0105501300043,7118278721752,CREDIT_CARD,2025-01-13 08:43:39.000000,USD,2922.76,222.76,2700.00,2700.00,0.00,0.00,0.00,,"[{""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 27.00, ""paymentId"" : ""1a7YFKcArhf"", ""id"" : ""1a7YFKcArhh""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 168.76, ""paymentId"" : ""1a7YFKcArhf"", ""id"" : ""1a7YFKcArhg""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 27.00, ""paymentId"" : ""1a7YFKcArhf"", ""id"" : ""1a7YFKcArhi""}]","{""firstName"" : ""Tung"", ""lastName"" : ""Nguyen"", ""email"" : ""tung.nguyen16+3@ntq-solution.com.vn"", ""phone"" : ""6024213544"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""1"", ""address2"" : ""2"", ""zipcode"" : ""77021""}",[],2025-01-13 09:03:13.494841
c9106c9ee5d0,1a8nBe487M7,CHARGE,0105501400031,6975877021881,CREDIT_CARD,2025-01-14 02:40:17.000000,USD,1461.38,111.38,1350.00,1350.00,0.00,0.00,0.00,,"[{""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a8nBe487M7"", ""id"" : ""1a8nBe487M9""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a8nBe487M7"", ""id"" : ""1a8nBe487MA""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 84.38, ""paymentId"" : ""1a8nBe487M7"", ""id"" : ""1a8nBe487M8""}]","{""firstName"" : ""S"", ""lastName"" : ""A"", ""email"" : ""quynh.bui+7@ntq-solution.com.vn"", ""phone"" : ""6025566896"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""3333 raleigh st."", ""address2"" : ""Houston, TX 77021, USA"", ""zipcode"" : ""77021""}",[],2025-01-14 03:02:08.965010
7d143e9e132c,1a8s50vYk7c,CHARGE,0105501400038,7119430090968,CREDIT_CARD,2025-01-14 03:48:37.000000,USD,1461.38,111.38,1350.00,1350.00,0.00,0.00,0.00,,"[{""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 84.38, ""paymentId"" : ""1a8s50vYk7c"", ""id"" : ""1a8s50vqLFh""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a8s50vYk7c"", ""id"" : ""1a8s50vqLFj""}, {""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a8s50vYk7c"", ""id"" : ""1a8s50vqLFi""}]","{""firstName"" : ""GiangDEV"", ""lastName"" : ""GiangDEV"", ""email"" : ""t2301663@partner.coway.com"", ""phone"" : ""+12312322334"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""fgdfgdf"", ""address2"" : ""gdfgdfgd"", ""zipcode"" : ""77021""}",[],2025-01-14 04:41:01.030512
ea9069a342f6,1Vam4PFADCU,CHARGE,0105421000002,gid://shopify/OrderTransaction/7275087888662,CREDIT_CARD,2024-07-28 04:38:59.000000,USD,1350.00,0.00,1350.00,1350.00,0.00,0.00,0.00,,[],"{""firstName"" : ""Harry"", ""lastName"" : ""Potter"", ""email"" : ""hue991@sharklasers.com"", ""phone"" : ""6025551425"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""352"", ""address2"" : ""address2"", ""zipcode"" : ""77069""}",,2024-07-28 06:10:04.568388
71dd264af676,1a95QzidVBi,CHARGE,0105501400048,6976039223481,CREDIT_CARD,2025-01-14 06:55:34.000000,USD,1159.41,99.41,1060.00,1205.00,145.00,0.00,0.00,,"[{""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 12.05, ""paymentId"" : ""1a95QzidVBi"", ""id"" : ""1a95QzidVBk""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 75.31, ""paymentId"" : ""1a95QzidVBi"", ""id"" : ""1a95QzidVBj""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 12.05, ""paymentId"" : ""1a95QzidVBi"", ""id"" : ""1a95QzidVBl""}]","{""firstName"" : ""Nhung"", ""lastName"" : ""Bay"", ""email"" : ""nhung.vu+7@ntq-solution.com.vn"", ""phone"" : ""+12312322334"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""aaa"", ""address2"" : ""bbbb"", ""zipcode"" : ""77021""}",[],2025-01-14 07:28:25.470515
88fc2888383e,1a96zBHrzAu,CHARGE,0105501400049,6976062128313,CREDIT_CARD,2025-01-14 07:17:32.000000,USD,1159.41,99.41,1060.00,1205.00,145.00,0.00,0.00,,"[{""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 75.31, ""paymentId"" : ""1a96zBHrzAu"", ""id"" : ""1a96zBHrzAv""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 12.05, ""paymentId"" : ""1a96zBHrzAu"", ""id"" : ""1a96zBHrzAx""}, {""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 12.05, ""paymentId"" : ""1a96zBHrzAu"", ""id"" : ""1a96zBHrzAw""}]","{""firstName"" : ""Nhung"", ""lastName"" : ""VuHong"", ""email"" : ""nhungvu591998@gmail.com"", ""phone"" : ""+12312322334"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""ttttttt"", ""address2"" : ""yuyuyuyu"", ""zipcode"" : ""77021""}",[],2025-01-14 07:27:01.045915
745bd50c00ec,1a9A6njqNYq,CHARGE,0105501400052,6976745439417,CREDIT_CARD,2025-01-14 08:01:10.000000,USD,1159.41,99.41,1060.00,1205.00,145.00,0.00,0.00,,"[{""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 12.05, ""paymentId"" : ""1a9A6njqNYq"", ""id"" : ""1a9A6njqNYs""}, {""title"" : ""Harris Co Emergency Services District 29 Sp"", ""rate"" : 0.0100, ""price"" : 12.05, ""paymentId"" : ""1a9A6njqNYq"", ""id"" : ""1a9A6njqNYt""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 75.31, ""paymentId"" : ""1a9A6njqNYq"", ""id"" : ""1a9A6njqNYr""}]","{""firstName"" : ""Nhung"", ""lastName"" : ""Bay"", ""email"" : ""nhung.vu+7@ntq-solution.com.vn"", ""phone"" : ""+12312322334"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""ryutyuytu"", ""address2"" : ""dghfghg"", ""zipcode"" : ""77069""}",[],2025-01-14 08:35:30.173743
0c01d10f76dc,1a9AbT0yqjq,CHARGE,0105501400053,6976768016569,CREDIT_CARD,2025-01-14 08:07:54.000000,USD,1159.41,99.41,1060.00,1205.00,145.00,0.00,0.00,,"[{""title"" : ""Harris Co Emergency Services District 29 Sp"", ""rate"" : 0.0100, ""price"" : 12.05, ""paymentId"" : ""1a9AbT0yqjq"", ""id"" : ""1a9AbT0yqjt""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 12.05, ""paymentId"" : ""1a9AbT0yqjq"", ""id"" : ""1a9AbT0yqjs""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 75.31, ""paymentId"" : ""1a9AbT0yqjq"", ""id"" : ""1a9AbT0yqjr""}]","{""firstName"" : ""Nhung"", ""lastName"" : ""VuHong"", ""email"" : ""nhungvu591998@gmail.com"", ""phone"" : ""+8201046772909"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""yyyyyyy"", ""address2"" : ""uiuiuiuyi"", ""zipcode"" : ""77069""}",[],2025-01-14 08:22:22.655678
65a2b09852d2,1aAw3ju8krO,CHARGE,0105501500034,6977991671993,CREDIT_CARD,2025-01-15 09:17:40.000000,USD,1461.38,111.38,1350.00,1350.00,0.00,0.00,0.00,,"[{""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1aAw3ju8krO"", ""id"" : ""1aAw3juQLzU""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 84.38, ""paymentId"" : ""1aAw3ju8krO"", ""id"" : ""1aAw3ju8krP""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1aAw3ju8krO"", ""id"" : ""1aAw3juQLzV""}]","{""firstName"" : ""Long"", ""lastName"" : ""Nguyen"", ""email"" : ""longnp.email@gmail.com"", ""phone"" : ""14155552671"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""Houston"", ""address2"" : ""123"", ""zipcode"" : ""77002""}",[],2025-01-15 10:33:22.729615
