id,charge_id,invoice_id,payment_method,transaction_id,payment_time,last_name,first_name,address1,address2,zipcode,city,state,phone,email,remark,total_price,charge_items,card_number,card_type,installment_months,currency,payout_id,tax,tax_lines
1ZDUzAx1cN3,1XZMMEC95q3-01,1XZMMEC95q3-2024-12,PAYPAL,gid://shopify/OrderTransaction/7333654888726,2024-08-28 09:44:48.000000,Nguyen,Dao,Ha Noi,American,75098,Wylie,Texas,6028672690,t2404181@partner.coway.com,,6.2000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":14.69,""priceDetail"":{""discountPrice"":1.63,""itemPrice"":16.32,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[{""promotionId"":""1SUGW59ZHC0"",""promotionName"":""프로모션2"",""promotionDescription"":""10% Coupon discount "",""startDate"":""2023-09-20T11:13:12.646Z"",""endDate"":""2024-12-20T11:13:12.646Z"",""discountPrice"":""2.40"",""promotion"":{""promotionCycles"":[""1"",""2"",""3"",""4"",""5"",""6""],""promotionType"":""DISCOUNT"",""discount"":{""discountType"":""PERCENTAGE"",""amount"":0.0,""rate"":10.0}}}]},""quantity"":1,""isTaxExempt"":false,""createTime"":""2024-12-09T02:17:00.882474Z"",""chargeItemId"":""1ZB0w2fEFrq-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""createTime"":""2024-12-09T07:53:53.623257Z"",""chargeItemId"":""1XZMMEC95q3-01-1ZBOzgoJmNy""}]",**** **** **** 1117,PAYPAL,,USD,,0.0000,
1ZLbXyJsj72,0105433200053-0101-N0000A-01,0105433200053-0101-N0000A-2024-12,PAYPAL,gid://shopify/OrderTransaction/73336548887261,2024-08-28 09:44:48.000000,Nguyen,Dao,Ha Noi,American,75098,Wylie,Texas,6028672690,t2404181@partner.coway.com,,6.2000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":28.8,""priceDetail"":{""discountPrice"":3.2,""itemPrice"":32.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[{""promotionId"":""1SUGW59ZHC0"",""promotionName"":""프로모션2"",""promotionDescription"":""10% Coupon discount "",""startDate"":""2023-09-20T11:13:12.646Z"",""endDate"":""2024-12-20T11:13:12.646Z"",""discountPrice"":""3.20"",""promotion"":{""promotionCycles"":[""1"",""2"",""3"",""4"",""5"",""6""],""promotionType"":""DISCOUNT"",""discount"":{""discountType"":""PERCENTAGE"",""amount"":0.0,""rate"":10.0}}}]},""quantity"":1,""isTaxExempt"":false,""createTime"":""2024-12-09T02:17:12.433243Z"",""chargeItemId"":""1ZB0wtY0pvO-02""}]",**** **** **** 1117,PAYPAL,,USD,,0.0000,
1ZLe93UHBxF,1XZooSfJuCn-01,1XZooSfJuCn-2024-12,CREDIT_CARD,gid://shopify/OrderTransaction/6864971432121,2024-10-31 09:12:23.000000,Test,NTQ,3333 Raleigh St,"Houston, TX 77021, USA",77021,Houston,Texas,+16029876543,t2404181+1@partner.coway.com,,31.6400,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":0.72,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":0.72,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""createTime"":""2024-12-09T02:16:55.364972Z"",""chargeItemId"":""1ZB0vdOe50c-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""createTime"":""2024-12-09T07:53:53.848661Z"",""chargeItemId"":""1XZooSfJuCn-01-1ZBOzgoJmO8""}]",**** **** **** 0005,VISA,,USD,,0.0000,
1ZLesujvxNX,1XZooSfJuCn-02,1XZooSfJuCn-2024-12,CREDIT_CARD,gid://shopify/OrderTransaction/6864971432121,2024-10-31 09:12:23.000000,Test,NTQ,3333 Raleigh St,"Houston, TX 77021, USA",77021,Houston,Texas,+16029876543,t2404181+1@partner.coway.com,,31.6400,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":24.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":24.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""createTime"":""2024-12-09T02:16:55.365041Z"",""chargeItemId"":""1ZB0vdOe50e-02""}]",**** **** **** 0005,VISA,,USD,,0.0000,
1ZN03hi8r4o,1XZMMKYHFM8-01,1XZMMKYHFM8-2024-12,CREDIT_CARD,gid://shopify/OrderTransaction/6864971432121,2024-10-31 09:12:23.000000,Test,NTQ,3333 Raleigh St,"Houston, TX 77021, USA",77021,Houston,Texas,+16029876543,t2404181+1@partner.coway.com,,19.6900,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":14.69,""priceDetail"":{""discountPrice"":1.63,""itemPrice"":16.32,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[{""promotionId"":""1SUGW59ZHC0"",""promotionName"":""프로모션2"",""promotionDescription"":""10% Coupon discount "",""startDate"":""2023-09-20T11:13:12.646Z"",""endDate"":""2024-12-20T11:13:12.646Z"",""discountPrice"":""2.40"",""promotion"":{""promotionCycles"":[""1"",""2"",""3"",""4"",""5"",""6""],""promotionType"":""DISCOUNT"",""discount"":{""discountType"":""PERCENTAGE"",""amount"":0.0,""rate"":10.0}}}]},""quantity"":1,""isTaxExempt"":false,""chargeItemId"":""1ZB0xKsc6JN-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""chargeItemId"":""1XZMMKYHFM8-01-1ZBOzgoJmO2""}]",**** **** **** 0005,VISA,,USD,,0.0000,
1ZONHaWi9rB,1XZPDTySHbd-01,1XZPDTySHbd-2024-12,CREDIT_CARD,gid://shopify/OrderTransaction/6864971432121,2024-10-31 09:12:23.000000,Test,NTQ,3333 Raleigh St,"Houston, TX 77021, USA",77021,Houston,Texas,+16029876543,t2404181+1@partner.coway.com,,41.7200,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":36.72,""priceDetail"":{""discountPrice"":4.08,""itemPrice"":40.8,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[{""promotionId"":""1SUGW59ZHC0"",""promotionName"":""프로모션2"",""promotionDescription"":""10% Coupon discount "",""startDate"":""2023-09-20T11:13:12.646Z"",""endDate"":""2024-12-20T11:13:12.646Z"",""discountPrice"":""6.00"",""promotion"":{""promotionCycles"":[""1"",""2"",""3"",""4"",""5"",""6""],""promotionType"":""DISCOUNT"",""discount"":{""discountType"":""PERCENTAGE"",""amount"":0.0,""rate"":10.0}}}]},""quantity"":1,""isTaxExempt"":false,""chargeItemId"":""1ZB0wKSHTmR-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":true,""chargeItemId"":""1ZB5vP3ugOC-01""}]",**** **** **** 0005,VISA,,USD,,0.0000,
1ZOOzELonXm,1XZPDTySHbd-02,1XZPDTySHbd-2024-12,CREDIT_CARD,gid://shopify/OrderTransaction/6864971432121,2024-10-31 09:12:23.000000,Test,NTQ,3333 Raleigh St,"Houston, TX 77021, USA",77021,Houston,Texas,+16029876543,t2404181+1@partner.coway.com,,54.0000,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":54.0,""priceDetail"":{""discountPrice"":6.0,""itemPrice"":60.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[{""promotionId"":""1SUGW59ZHC0"",""promotionName"":""프로모션2"",""promotionDescription"":""10% Coupon discount "",""startDate"":""2023-09-20T11:13:12.646Z"",""endDate"":""2024-12-20T11:13:12.646Z"",""discountPrice"":""6.00"",""promotion"":{""promotionCycles"":[""1"",""2"",""3"",""4"",""5"",""6""],""promotionType"":""DISCOUNT"",""discount"":{""discountType"":""PERCENTAGE"",""amount"":0.0,""rate"":10.0}}}]},""quantity"":1,""isTaxExempt"":false,""chargeItemId"":""1ZB0wKSHTmT-02""}]",**** **** **** 0005,VISA,,USD,,0.0000,
1ZyovY1Udrm,0105431900067-0401-70000A-01,0105431900067-0401-70000A-2025-01,CREDIT_CARD,7109307629784,2025-01-07 07:55:26.000000,dfd,fd,432432432,12345,77021,Houston,Texas,6024213544,tung.nguyen16@ntq-solution.com.vn,,19.3100,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":14.31,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":14.31,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""chargeItemId"":""1ZB5poEzPVw-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""chargeItemId"":""0105431900067-0401-70000A-01-1Zp01eS90Mi""}]",,MASTERCARD,,USD,,0.0000,
1a3rmTv20vI,1XZWwW7KqeI-03,1XZWwW7KqeI-2025-01,CREDIT_CARD,6960202154169,2024-12-31 02:53:02.000000,Nguyen,Tung,a1,a2,77069,Houston,Texas,9722614900,tungnt@2-b.io,,54.5100,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":44.06,""priceDetail"":{""discountPrice"":4.9,""itemPrice"":48.96,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[{""promotionId"":""1SUGW59ZHC0"",""promotionName"":""프로모션2"",""promotionDescription"":""10% Coupon discount "",""startDate"":""2023-09-20T11:13:12.646Z"",""endDate"":""2024-12-20T11:13:12.646Z"",""discountPrice"":""7.20"",""promotion"":{""promotionCycles"":[""1"",""2"",""3"",""4"",""5"",""6""],""promotionType"":""DISCOUNT"",""discount"":{""discountType"":""PERCENTAGE"",""amount"":0.0,""rate"":10.0}}}]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0w0fT9wC-01""},{""chargeItemType"":""LATE_FEE"",""totalPrice"":5.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.0,""currency"":""USD"",""prepaidAmount"":0.0},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1XZPAQeQo5R-01-1ZBOzgoJmOA""}]",**** **** **** 4242,VISA,,USD,,0.5100,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.39},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.06},{""title"":""Harris Co Emergency Services District 29 Sp"",""rate"":0.01,""price"":0.06}]"
1a3sOvnXnBH,1XZWrswfaaP-03,1XZWrswfaaP-2025-01,CREDIT_CARD,6960202154169,2024-12-31 02:53:02.000000,Nguyen,Tung,a1,a2,77069,Houston,Texas,9722614900,tungnt@2-b.io,,65.3100,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":64.8,""priceDetail"":{""discountPrice"":7.2,""itemPrice"":72.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[{""promotionId"":""1SUGW59ZHC0"",""promotionName"":""프로모션2"",""promotionDescription"":""10% Coupon discount "",""startDate"":""2023-09-20T11:13:12.646Z"",""endDate"":""2024-12-20T11:13:12.646Z"",""discountPrice"":""7.20"",""promotion"":{""promotionCycles"":[""1"",""2"",""3"",""4"",""5"",""6""],""promotionType"":""DISCOUNT"",""discount"":{""discountType"":""PERCENTAGE"",""amount"":0.0,""rate"":10.0}}}]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB0x5RShUY-03""}]",**** **** **** 4242,VISA,,USD,,0.5100,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.39},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.06},{""title"":""Harris Co Emergency Services District 29 Sp"",""rate"":0.01,""price"":0.06}]"
1a7aLrwb4Xr,0105434700001-0101-30000A-01,0105434700001-0101-30000A-2025-01,CREDIT_CARD,7115393368280,2025-01-11 07:50:11.000000,st,te,"12822 Crow Valley Ln, Houston, TX 77099, USA",3we,77099,Houston,Texas,+821093893610,test1@any.pink,,39.6300,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":36.6,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":36.6,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105434700001-0101-30000A-01-1ZIPWqITCZc""}]",**** **** **** 0005,AMERICAN_EXPRESS,,USD,,3.0300,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.29},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.37},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.37}]"
1a87tPWlm1e,0105431900067-0201-50000A-02,0105431900067-0201-50000A-2025-01,CREDIT_CARD,7118219280600,2025-01-13 07:10:33.000000,dfd,fd,432432432,432432432,77021,Houston,Texas,6024213544,tung.nguyen16@ntq-solution.com.vn,,38.9700,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":36.0,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":36.0,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZB5oIGcx2d-02""}]",**** **** **** 4444,MASTERCARD,,USD,,2.9700,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":2.25},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.36},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.36}]"
1a9AwNsdKFl,0105434600063-0101-30000A-01,0105434600063-0101-30000A-2025-01,CREDIT_CARD,7115393466584,2025-01-11 07:50:15.000000,Giangzz,Sendi,1 2125551234,111,77021,Houston,Texas,12125551234,sendinguyen12@yopmail.com,,31.6600,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":29.25,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":29.25,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""0105434600063-0101-30000A-01-1ZGkISoNoQK""}]",**** **** **** 4242,VISA,,USD,,2.4100,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":1.83},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.29},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.29}]"
1a9AwOoj8OY,0105434500042-0101-50000A-01,0105434500042-0101-50000A-2025-01,CREDIT_CARD,7115393564888,2025-01-11 07:50:19.000000,HongNhungVu,N,a1,a2,77068,Houston,Texas,+12312322334,nhung.vu+2@ntq-solution.com.vn,,5.5400,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":5.12,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":5.12,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZfFrYLBrxe""}]",**** **** **** 4242,VISA,,USD,,0.4200,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.32},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.05},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.05}]"
1a9AwPZYwrc,0105434300028-0101-30000A-01,0105434300028-0101-30000A-2025-01,CREDIT_CARD,7115393695960,2025-01-11 07:50:24.000000,PHAMPHAMPHAMPHAM,CHAMANH,a,v,77099,Houston,Texas,12345678912,anh.pham11@ntq-solution.com.vn,,7.7900,"[{""chargeItemType"":""RENTAL_FEE"",""totalPrice"":7.2,""priceDetail"":{""discountPrice"":0.0,""itemPrice"":7.2,""currency"":""USD"",""prepaidAmount"":0.0,""promotions"":[]},""quantity"":1,""isTaxExempt"":false,""isExcluded"":false,""chargeItemId"":""1ZfGxw5tPJ6""}]",**** **** **** 4242,VISA,,USD,,0.5900,"[{""title"":""Texas State Tax"",""rate"":0.0625,""price"":0.45},{""title"":""Houston City Tax"",""rate"":0.01,""price"":0.07},{""title"":""Houston Mta Transit"",""rate"":0.01,""price"":0.07}]"
