id,order_id,last_name,first_name,address1,address2,zipcode,city,state,phone,remark,email,latitude,longitude
1VU7kCNLx6y,0105420600194,Tong,MinhAnh,Chuong My,"Ha Noi, Viet Nam",77069,Houston,TX,8005550199,,minhanhtong0609@gmail.com,29.991318,-95.5249863
1VUQGuJlM2W,0105420600238,Padberg,Cherrie,73639 Saul Mission,Suite 560,75233,Dallas,TX,424.941.1116,,jimmie.mitchell@yahoo.com,32.506908,-96.688298
1VUQGyF1aWm,0105420600239,Lubowitz,Bruce,592 Lane Ports,Apt. 149,75061,Dallas,TX,434-714-4361,,leon.dach@yahoo.com,32.783681,-96.85927
1VUXfOSNBxM,0105420602745,Tong Vu,MinhAnh,aaa,aaaaaaaaaaaaaa,77069,Houston,TX,8005550345,,minhanhtong0609@gmail.com,,
1VUYHiAcTA0,0105420602959,Vu,Minh Anh,Ha Noi,Viet Nam,77069,Houston,TX,8004440199,,minhanhtong0609@gmail.com,29.991318,-95.5249863
1VW1re1yex4,0105420708622,Beer,Helen,993 Kovacek Alley,Apt. 875,78652,Austin,TX,1-224-706-8742,,latia.feest@yahoo.com,30.168107,-97.924524
1VW1rs0a150,0105420708625,Gerlach,Dominic,1129 Anabel Roads,Suite 861,78702,Austin,TX,1-252-564-6125,,nada.muller@gmail.com,30.151547,-97.602257
1VW1rwqKQS6,0105420708626,Cummerata,Ardis,4007 Emelina Turnpike,Suite 754,78703,Austin,TX,859.217.9272,,kathie.auer@yahoo.com,30.26515,-97.887522
1VW1s5UF62s,0105420708629,Effertz,Teena,8087 Loriann Crescent,Suite 528,78610,Austin,TX,(915) 337-9097,,curt.corwin@gmail.com,30.428803,-97.896324
1VW1s98BnbC,0105420708630,Rodriguez,Stefani,7915 Reichel Ramp,Apt. 454,78653,Austin,TX,1-563-623-2749,,otis.herzog@hotmail.com,30.434226,-97.618721
1VW1sCPQZgI,0105420708631,Ritchie,Ned,93214 Stan Village,Apt. 275,78664,Austin,TX,972-323-0021,,terrence.dickens@yahoo.com,30.454789,-97.905785
1VW1uQH5Pl1,0105420708636,Nikolaus,Dacia,4350 Barrows Parkways,Apt. 685,75006,Dallas,TX,(734) 405-5333,,natasha.boehm@yahoo.com,32.855424,-96.637869
1VW1uT0pXYZ,0105420708637,Kshlerin,Jasper,0915 Sydney Ways,Suite 880,75233,Dallas,TX,(530) 557-9191,,colin.johnston@hotmail.com,32.655649,-96.72268
1VW1uZWT8XH,0105420708639,Ankunding,Sindy,435 Maya Cape,Apt. 292,75233,Dallas,TX,740.641.7254,,maranda.marvin@gmail.com,32.503417,-96.729862
1VW1ucv5V47,0105420708640,Prosacco,Lavern,40802 Beer Rue,Apt. 148,75203,Dallas,TX,386.713.1887,,jc.williamson@yahoo.com,32.790516,-96.754924
1VW1uk6jjIN,0105420708642,Medhurst,Elvera,952 Chet Court,Suite 633,75061,Dallas,TX,1-213-331-3868,,susana.prosacco@hotmail.com,32.788978,-96.703603
1VXeGvZkJah,0105420800007,Potter1,Windy1,1221,Avenue,77069,Houston,TX,8005551463,,huedt2@sharklasers.com,29.991318,-95.5249863
1VZ1sVpWbq5,0105420900002,Long,Nguyen,Houston,address2,77069,Houston,TX,14155552671,,longnp.email@gmail.com,29.991318,-95.5249863
1VaxDEHdaVj,0105421000012,phone 1,No 1,156,Sudico,77069,Houston,TX,8005551221,,hue993@grr.la,29.991318,-95.5249863
1VcG3ZqpL7w,0105421100016,Robel,Bronwyn,441 Ira Parkway,Apt. 793,75006,Dallas,TX,707-417-7308,,lizeth.feeney@gmail.com,32.999897,-96.695388
1VcGasXLpRi,0105421100030,Schneider,Santos,6912 Lyman Mount,Suite 582,78641,Austin,TX,478-470-8942,,suellen.abbott@gmail.com,30.324219,-97.861486
1VcM3lLr0Kn,0105421100044,Kassulke,Leisha,409 O'Kon Crossing,Apt. 127,75126,Dallas,TX,408.901.2747,,ervin.rau@gmail.com,32.742134,-96.7086
1VcfAF4h02S,0105421100079,Mosciski,Dalton,1536 Halvorson Unions,Apt. 549,78703,Austin,TX,302-954-3402,,jude.johnson@gmail.com,30.426409,-97.62288
1VclhQc4hpv,0105421100124,Van,Duong,111,111,77069,Houston,TX,6028672690,,duongtv@yopmail.com,29.991318,-95.5249863
1VdJQjMPZcO,0105421100136,Tong,MinhAnh,Hoai Duc,address2,77069,Houston,TX,6022348674,,minhanhtong0609@gmail.com,29.991318,-95.5249863
1Ve21LxvXgT,0105421200011,phone 1,Test 1,12342 Coit Road,address2,77069,Houston,TX,6024545454,,hue994@sharklasers.com,29.7600771,-95.37011079999999
1VeLRhA6uXd,0105421200040,Pagac,Roseann,7956 Schimmel Manors,Apt. 698,75238,Dallas,TX,765.405.3739,,ciara.kiehn@hotmail.com,32.943172,-96.882457
1VePbR69S3d,0105421200078,Hue,Dao,1232,address2,77069,Houston,TX,6025324488,,huedt.hy@gmail.com,,
1Vg5VYRHlcS,0105421300010,Cucc,Cucc,Ha Noi,Ha Dong,77069,Houston,TX,6025598989,,t2309275@partner.coway.com,29.991318,-95.5249863
1Vg7498x5XR,0105421300018,phone,Co,111,address2,77069,Houston,TX,8005553256,,hue992@sharklasers.com,29.991318,-95.5249863
1VgDIPKC0t9,0105421300025,Cucc,Cucc,Ha Noi,Ha Dong,77069,Houston,TX,6025598989,,t2309275@partner.coway.com,29.991318,-95.5249863
1VgSiwf88c6,0105421300032,JohnSmith,ABCDJOHNEFGH,3434,4324,77002,Houston,TX,6025598989,,nhannam@gmail.com,29.752554,-95.37040089999999
1VhAgxnowFt,0105421400002,Mraz,Delila,820 Spencer Turnpike,Suite 438,78701,Austin,TX,580.202.9632,,shon.hyatt@hotmail.com,30.374473,-97.605848
1VhSD3P9Vr5,0105421400024,Harris,Willy,04001 Fisher Islands,Suite 127,75126,Dallas,TX,(704) 815-3669,,raeann.beahan@yahoo.com,32.716853,-96.608042
1VhSHdd15y3,0105421400028,Jerde,Romeo,84201 Hoppe Crest,Apt. 654,75203,Dallas,TX,(801) 503-5290,,hobert.dicki@yahoo.com,32.96516,-96.739417
1VhSIRypUWa,0105421400029,Hintz,Long,898 O'Reilly Lodge,Apt. 121,75270,Dallas,TX,1-901-614-6952,,devin.welch@yahoo.com,32.817754,-96.85914
1VhSLXWNX54,0105421400033,Jerde,Steve,9498 Donnelly Way,Apt. 337,75006,Dallas,TX,(763) 856-1824,,ricky.smitham@gmail.com,32.936217,-96.63041
1VhSN6HbhBl,0105421400035,Hilpert,Charley,64677 Kihn Cove,Suite 431,75006,Dallas,TX,828-571-9562,,bernard.willms@gmail.com,32.893451,-96.693512
1VhSNqUFVu3,0105421400036,Altenwerth,Krystal,1294 Ernie Path,Apt. 451,75210,Dallas,TX,(409) 678-9575,,ernesto.bradtke@gmail.com,32.58388,-96.888621
1UnGrYujr8q,0105418000048,Goodwin,Gary,284 Elda Station,Suite 671,75007,Dallas,TX,310.361.1894,,hank.bergstrom@gmail.com,32.780813,-96.743665
1UnJuf6oJGg,0105418000049,Robel,Jackson,690 Alexander Cliffs,Apt. 668,75209,Dallas,TX,507-667-7080,,jamaal.waters@gmail.com,32.796155,-96.893357
1UnJvAkHoQ6,0105418000050,Gerhold,Daniell,33710 Prosacco Alley,Apt. 569,75126,Dallas,TX,615.440.7498,,gavin.morissette@hotmail.com,32.930044,-96.793059
1UnJvawm9qI,0105418000051,Ankunding,Cole,41776 Hand Cape,Apt. 186,75126,Dallas,TX,786-718-2277,,sol.christiansen@yahoo.com,32.917901,-96.842219
1UnJvybRWwc,0105418000052,Murazik,Aurelia,4230 Magali Trail,Suite 451,75019,Dallas,TX,(718) 423-1221,,louetta.cruickshank@yahoo.com,32.928325,-96.732211
1UnJwOiUCXM,0105418000053,Champlin,Stefanie,0960 Jefferson Park,Suite 601,75238,Dallas,TX,(618) 386-2168,,aron.hauck@hotmail.com,32.786572,-96.639283
1UnJwnbnGlT,0105418000054,Ernser,Pedro,3128 Jeremy Overpass,Apt. 328,75126,Dallas,TX,(636) 510-5104,,anabel.mcglynn@gmail.com,32.713174,-96.660072
1UnJxBNbuRZ,0105418000055,Parker,Graig,3885 Predovic Mountain,Apt. 621,75006,Dallas,TX,940.315.4130,,darline.cremin@gmail.com,32.960274,-96.767815
1UnJxYefHPj,0105418000056,Dooley,Erik,249 Andre Pines,Apt. 204,75007,Dallas,TX,(228) 409-8731,,stacy.lindgren@gmail.com,32.745587,-96.853516
1UnJxvaouV6,0105418000057,Fadel,Dora,78654 Goodwin Brook,Apt. 891,75007,Dallas,TX,651.309.8146,,mercedez.hauck@hotmail.com,32.802405,-96.641664
1UnJyIoBVhe,0105418000058,Hegmann,Chance,8848 Margrett Plaza,Apt. 248,75126,Dallas,TX,512.918.1520,,waylon.carter@gmail.com,32.56303,-96.654536
1UnJygM5nIH,0105418000059,Kuhic,Blossom,62579 Stark Union,Suite 544,75203,Dallas,TX,947.251.3315,,kristopher.leannon@gmail.com,32.672839,-96.631111
1UnJz1eo3v9,0105418000060,Bergstrom,Jessie,09017 Selene Locks,Suite 971,75050,Dallas,TX,1-858-234-6230,,berenice.yost@gmail.com,32.750219,-96.856106
1UnKpE3TBgI,0105418000061,Poter,Harry2,5678 Pine St,"",77002,Houston,TX,+1-555-789-0123,,emily.johnson@example.com,29.7604,-95.3698
1VRFbL28hou,0105420400415,Long,Nguyen,Houston,Default address 2,77069,Houston,TX,14155552671,,test@gmail.com,,
1UnKwxvYFY4,0105418000063,white,ethan,5678 Pine St,"",77002,Houston,TX,+1-555-789-0123,,ethan.white@example.com,29.7604,-95.3698
1UrtOk5aNhM,0105418300001,Hayes,Chrystal,43160 Huel Mills,Suite 127,75061,Dallas,TX,(509) 859-9366,,keven.hodkiewicz@gmail.com,32.718626,-96.860005
1UrtQ4VmsPn,0105418300002,Murphy,Drew,4260 Cathleen Islands,Suite 566,75233,Dallas,TX,206.706.7093,,morton.braun@yahoo.com,32.923492,-96.739524
1UrtR38Z8ul,0105418300003,Stracke,Adan,563 Brenna Locks,Apt. 260,75001,Dallas,TX,435.607.8367,,kymberly.balistreri@hotmail.com,32.627251,-96.84374
1UrtRvMEaNw,0105418300004,Brekke,Kurt,743 Leonard Vista,Apt. 745,75061,Dallas,TX,417-870-1649,,margarete.becker@gmail.com,32.823623,-96.803411
1UrtSq1sDmE,0105418300005,Collins,Maureen,62705 Reid Lake,Apt. 941,75019,Dallas,TX,1-760-773-4402,,arica.wehner@gmail.com,32.997045,-96.739709
1UrtTl96xTU,0105418300006,Greenholt,Norris,8268 Latoyia Ranch,Apt. 511,75001,Dallas,TX,1-207-865-5522,,ozella.koss@yahoo.com,32.873304,-96.846887
1UrtUhJZQDS,0105418300007,Keebler,Rex,67384 Donte Cliff,Suite 555,75001,Dallas,TX,1-803-404-7423,,derrick.shields@gmail.com,32.602969,-96.650674
1UrtVa1DYU4,0105418300008,Ward,Bradford,8905 Valentine Burg,Suite 706,75007,Dallas,TX,(586) 317-6024,,hermelinda.leuschke@gmail.com,32.808937,-96.765011
1UrtWUzahVm,0105418300009,Monahan,Leonardo,491 Lebsack Run,Apt. 320,75039,Dallas,TX,551.318.3396,,amy.ruecker@yahoo.com,32.800667,-96.667343
1UrtXULDaVP,0105418300010,Sporer,Hassan,00803 Bart Field,Apt. 414,75210,Dallas,TX,831.913.3970,,felipe.kreiger@yahoo.com,32.997501,-96.713672
1UrtYOWplVZ,0105418300011,Crist,Ignacio,876 Zemlak Common,Suite 371,75039,Dallas,TX,(831) 434-7332,,august.feeney@yahoo.com,32.9991,-96.672581
1UrtZGr8ll5,0105418300012,Considine,Mervin,37173 Skiles Views,Suite 955,75006,Dallas,TX,(239) 678-2158,,keri.friesen@gmail.com,32.88878,-96.888491
1UrtjT9ecY7,0105418300013,Vandervort,Katelin,49935 Konopelski Pines,Apt. 191,75050,Dallas,TX,1-917-573-3851,,lincoln.gorczany@gmail.com,32.829681,-96.834949
1UrtkOaIrFZ,0105418300014,McKenzie,Gertrude,708 Stephan Parks,Apt. 661,75270,Dallas,TX,717-719-0606,,rashida.berge@hotmail.com,32.702169,-96.824267
1UrtlIEdwcQ,0105418300015,Erdman,Deloris,66791 Stiedemann Overpass,Suite 340,75203,Dallas,TX,817-507-7818,,jonathon.reichert@hotmail.com,32.856799,-96.706157
1UrtmArI5XH,0105418300016,Schneider,Cordell,77241 Cathleen Spurs,Suite 940,75061,Dallas,TX,(417) 267-2849,,wilfred.murazik@yahoo.com,32.846158,-96.645007
1UrzoLf2oXk,0105418300017,Harvey,Olin,081 Terry Roads,Suite 888,77006,Houston,TX,(678) 847-8757,,wanda59@yahoo.com,29.545096,-95.242737
1Us0pcexnWP,0105418300018,Cronin,Kimberely,53439 Turcotte Isle,Suite 325,77002,Houston,TX,308-971-1144,,wanda59@yahoo.com,29.931705,-95.635514
1Us0wQ8AN6p,0105418300019,Hoppe,Lisabeth,460 Schultz Cliff,Suite 897,77014,Houston,TX,209.443.9536,,jane.doe@example.com,29.673805,-95.598695
1Us122SxwLb,0105418300020,Emard,Emmett,658 Mayer Fort,Apt. 810,77013,Houston,TX,316.903.2451,,john.smith@example.com,29.706921,-95.589076
1Us15uh0MPm,0105418300021,Denesik,Whitney,230 Okuneva Streets,Suite 454,77005,Houston,TX,209-304-9477,,emily.johnson@example.com,29.578697,-95.77727
1Us18g1cxAC,0105418300022,Metz,Orlando,9486 Scot Club,Apt. 531,77004,Houston,TX,(434) 773-7215,,emily.johnson@example.com,29.949297,-95.574121
1Us1NiBtXC0,0105418300023,Volkman,Ranae,804 Will Wall,Suite 981,77008,Houston,TX,(985) 508-5091,,dreamcatcher2023@email.com,29.724829,-95.437124
1Us1tY7RpyN,0105418300024,Lebsack,Danial,6089 Ronni Walk,Suite 781,77007,Houston,TX,937.308.9586,,whisperofdreams22@email.com,30.023176,-95.615745
1Us259UWRNY,0105418300025,Haag,Erin,83290 Vallie Parkway,Apt. 911,77016,Houston,TX,1-312-984-0967,,cehybo5821@email.com,29.699175,-95.804569
1Us27sr5WBX,0105418300026,Heathcote,Kiera,92906 Wiegand View,Suite 716,77007,Houston,TX,310-212-0134,,fywovo5890@email.com,29.792946,-95.472289
1Us2A3YkVsM,0105418300027,Bahringer,Rana,27238 Kasi Via,Apt. 368,77014,Houston,TX,(225) 402-1443,,luckycharm777@email.com,29.939963,-95.638493
1Us2F9ViHLn,0105418300028,Barton,Celia,291 Carmela Ridges,Suite 306,77015,Houston,TX,816.620.8603,,fynixu6281@email.com,29.616144,-95.530142
1Us2HXr6w0H,0105418300029,Gusikowski,Neda,170 Stehr Village,Suite 282,77002,Houston,TX,313.540.5192,,lipupo3764@email.com,29.784571,-95.691395
1VRGEG08A2L,0105420400435,Long,Nguyen,Houston,Default address 2,77069,Houston,TX,14155552671,,test@gmail.com,,
1Us2NthGJQ1,0105418300030,Legros,Corinne,5242 Romaguera Knolls,Suite 895,77003,Houston,TX,(979) 254-2285,,vipulo3715@email.com,29.961182,-95.768708
1Us2Rj32dnl,0105418300031,Hayes,Siu,44418 Kera Street,Apt. 830,77004,Houston,TX,(908) 754-5309,,barypy4457@email.com,30.150016,-95.572285
1Us2Tk9Jp4Q,0105418300032,Stracke,Buck,991 Eda Mews,Suite 609,77009,Houston,TX,641.515.4422,,olivia.thompson@example.com,29.5882,-95.441873
1Us2Y01k16v,0105418300033,Kreiger,Elizebeth,63290 Tromp Ports,Apt. 192,78701,Austing,TX,1-843-740-6519,,jamoki2622@email.com,30.476875,-97.645422
1Us2aLDhfTp,0105418300034,Hermiston,Adelaida,964 Latoria Curve,Apt. 224,78704,Austing,TX,1-620-217-8769,,liam.martinez@example.com,30.179069,-97.63483
1Us2ekxgoS3,0105418300035,Yost,Carmelita,7975 Smitham Villages,Suite 880,78664,Austing,TX,(215) 872-2497,,john.doe@email.com,30.281365,-97.646931
1Us2hRmHwAg,0105418300036,Wunsch,Jamie,604 Glenn Radial,Suite 747,78705,Austin,TX,713.810.4396,,bupysy6413@email.com,30.271715,-97.895592
1Us2l5GSyAm,0105418300037,Hagenes,Jordon,36009 Lewis Path,Apt. 718,78704,Austin,TX,276-516-4249,,vamyxo1673@email.com,30.449822,-97.656295
1Us424R0YYO,0105418300038,Gerhold,Ward,4400 Loren Coves,Apt. 272,78660,Austin,TX,813-971-1882,,emily.johnson@example.com,30.420075,-97.776193
1Us48EHbUO7,0105418300039,Runolfsson,Gerry,6556 Hilpert Unions,Suite 188,78653,Austin,TX,251-717-8704,,ethan.white@example.com,30.503966,-97.861471
1Us4CBNEuYm,0105418300040,Metz,Elijah,266 Cyrus Mission,Apt. 404,78664,Austin,TX,805.732.8900,,ava.robinson@example.com,30.355275,-97.627049
1Us4EKTyWKD,0105418300041,Kling,Ward,71165 Schuppe Crescent,Apt. 730,78653,Austin,TX,(956) 662-7516,,grace.lee@example.com,30.124196,-97.728191
1Us4GmheQ9I,0105418300042,Hand,Dorene,15112 Beier Locks,Suite 709,78705,Austin,TX,763.814.7656,,chloe.adams@example.com,30.181326,-97.807756
1UsGSFUAHP9,0105418300043,Thompson,Sebrina,706 Robel Flat,Apt. 598,78664,Austin,TX,(313) 405-7483,,jamoki2622@email.com,30.360431,-97.665661
1UsIYsnaCzJ,0105418300044,Smith,Gerry,150 Ali Plaza,Suite 640,78664,Austin,TX,231.713.4544,,liam.martinez@example.com,30.383745,-97.824673
1UsIaVZSz2X,0105418300045,Abbott,Lillie,7426 Williamson Shores,Apt. 821,78712,Austin,TX,1-801-617-0919,,liam.martinez@example.com,30.501983,-97.985856
1UsIeeP2W3b,0105418300046,Ortiz,Reyes,1758 Mraz Loaf,Suite 809,78641,Austin,TX,(781) 702-4574,,liam.martinez@example.com,30.413845,-97.959048
1UsIgJjS4Hv,0105418300047,West,Howard,367 Randall Ford,Apt. 575,78653,Austin,TX,1-224-445-4329,,liam.martinez@example.com,30.245878,-97.607897
1UsIhucohOS,0105418300048,Pfeffer,Dee,972 Harold Mills,Suite 482,78705,Austin,TX,715-831-5892,,liam.martinez@example.com,30.216294,-97.96243
1UsIjTaXDDm,0105418300049,Jacobs,Hal,2649 Rueben Rest,Suite 773,78705,Austin,TX,219.239.3306,,liam.martinez@example.com,30.328811,-97.977696
