id,contract_id,channel_contract_id,customer_id,order_item_id,revision,file_url,create_time,update_time,mapping_data
1VsnzOWHhUH,1Vr4c4HbkkQ,contract-100117229901031791,c30c3dae9079ae6d178c3519f8a34821,0105422000035-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/ftfnqnrosfdrlotdwkcapjof9ef4mnt4.html,2024-08-08 01:24:18.518006,2024-08-08 01:24:18.518007,
1Vso0VN98fX,1Vr4cfeQ84G,contract-100117229901113292,ac351f854e8f83896883f9e1cf8ede54,0105422000048-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/cd07hbzykqinscnlmttsvs4cojc8uton.html,2024-08-08 01:24:33.567841,2024-08-08 01:24:33.567842,
1VsolSukgMk,1Vr4cBGUPeU,contract-100117229901045173,d53857c50efa8f65fdf6adf0755a4bd3,0105422000037-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/dzcmqazcfrkjnlxcovg41cafslpvftwl.html,2024-08-08 01:35:09.548811,2024-08-08 01:35:09.548812,
1VsvZPbtzyj,1Vr4c1nlAEU,contract-100117229901025100,fa7cf2e2c907bdb2b3097a51cd3f32c7,0105422000034-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/41xbjzrbkmabjxfxwd4tmonglszzyh9z.html,2024-08-08 03:10:23.677019,2024-08-08 03:10:23.677118,
1VsxjNCJ7L9,1Vr4cVXODhA,contract-100117229901091230,ac84774073aa9ab2b0a00efe5c471146,0105422000044-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/wleoeyc3gd01ndroiujj9nlo68wjixou.html,2024-08-08 03:40:37.727955,2024-08-08 03:40:37.727956,
1VueMKM24B8,1VsjWDF2UBV,contract-100117230765045574,93102471c1e0e6a8376e53e7463ea8e8,0105422100032-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/c0qmd7h0f2qtfao78ouejfwte2jgjyfe.html,2024-08-09 04:04:45.690220,2024-08-09 04:04:45.690221,
1VuoVMdspRS,1VsjTW41HdF,contract-100117230764656363,38606fe247bafe2b4ff81236932d87dc,0105422100001-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/u2medra7vkfti6rhwooqwo3oreah0mq6.html,2024-08-09 06:26:44.970973,2024-08-09 06:26:44.970974,
1VuopZJ7pvs,1VsjUxH1gt7,contract-100117230764875321,046a201e766eaaf84b6a4d133b67653a,0105422100012-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/fdxg3qefu5cfrauferijepawmiqvbz4x.html,2024-08-09 06:31:17.793214,2024-08-09 06:31:17.793215,
1VusGuPnGBY,1VsjW3Muw53,contract-100117230765024232,ace48b9b20b84d7157cb79d03865c7e3,0105422100029-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/nyjwbglxypmhe8vcw3pjbmradf2s38nw.html,2024-08-09 07:19:26.868843,2024-08-09 07:19:26.868844,
1VusHivXcIM,1VsjW66VqMz,contract-100117230765029972,0ab281f5796599b62adfe4f2704fafb8,0105422100030-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/fvflibzcpj0gjvzsvminx2p23ql9mrbm.html,2024-08-09 07:19:37.880526,2024-08-09 07:19:37.880527,
1VusVkZNN1X,1VsjWWvkr3l,contract-100117230765087470,6a1ded29f236fcae45e1b699c5d0554a,0105422100038-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/vlpbvxjbbrehvczmym85yfdnvg2ha6b2.html,2024-08-09 07:22:47.800833,2024-08-09 07:22:47.800833,
1W2j0fy9dZN,1W125rkRIf1,contract-100117235085512723,7f28f623cead9a00e859de2af2fb061d,0105422600033-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/cvrshxwcgbkl6im5namdc4ptrvtofx2n.html,2024-08-14 00:50:41.694396,2024-08-14 00:50:41.694397,
1W32aVoZSUQ,1VzNH0KAzDn,contract-100117234222213951,26a21cb597dc5cc529c28aeeaca06491,0105422500072-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/qugivik0uvuuknytasuhxk8lzptaf4th.html,2024-08-14 05:24:39.333603,2024-08-14 05:24:39.333604,
1W32hT5yEuk,1VrLJyI6qIl,gid://shopify/SubscriptionContract/15405449494,471081855479c1182ff5b8b09cefed86,0105422000076-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/hjf4z4s7kekbnyjv4wovj5dsy84nogqu.html,2024-08-14 05:26:14.300930,2024-08-14 05:26:14.301088,
1W32jKLxqWl,1Vr4eXsaJqI,contract-100117229901367113,bb8df45efd4f06afb9874109bd7c50e6,0105422000072-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/e6a7xdcho3ntzocy7pxzzjdlfavedhga.html,2024-08-14 05:26:38.633580,2024-08-14 05:26:38.633581,
1W32k7oWdTi,1Vr4eSvSiig,contract-100117229901355932,55ea11bcc1ae65d83e538f5260f70c31,0105422000071-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/mcj5v4zfm01hsfacvaeitlzloydo6adj.html,2024-08-14 05:26:49.427747,2024-08-14 05:26:49.427748,
1W32kr1Hswf,1Vr4eNkQOaa,contract-100117229901345074,ef755740674e46547ba60d8d9d2ac64a,0105422000070-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/tpd8feh7ssz2mxxbrutgr2ouz1nxc4os.html,2024-08-14 05:26:59.245531,2024-08-14 05:26:59.245531,
1W32ldHqdQs,1Vr4eJ1CNbu,contract-100117229901333430,3076b8b79c1d59a6c6b4c4956af32173,0105422000069-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/8jxf2xz6dhm3cxxeiaw5owfig48p8keh.html,2024-08-14 05:27:09.816924,2024-08-14 05:27:09.816924,
1W32mPeT6pZ,1Vr4eDxXcre,contract-100117229901322314,0c705c874c5f11d4c5b57927ad4826e4,0105422000068-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/muvxvhyoimaklsx8ilgqc5uqry4z7vrq.html,2024-08-14 05:27:20.295941,2024-08-14 05:27:20.295942,
1W32nm9p5jQ,1Vr4e8ne4sU,contract-100117229901310890,6ad5399089b3b4de8734fb0535718f78,0105422000067-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/tlvtzp6ecxcci72y3effkk5kipdcnvpq.html,2024-08-14 05:27:38.841571,2024-08-14 05:27:38.841572,
1W32pCczhHK,1Vr4e3c2YUG,contract-100117229901301151,82977ad91b0fa42a1e93ebb991fc649e,0105422000066-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/t4momdlokukaookgj7xnbofdn55afdhn.html,2024-08-14 05:27:58.266274,2024-08-14 05:27:58.266275,
1W32qJ0icbp,1Vr4dzDFess,contract-100117229901290262,96843d4474e2d76cce0682f3664307d3,0105422000065-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/mpejntjsnthj8se3i9igsxy5if9mmpcz.html,2024-08-14 05:28:13.129253,2024-08-14 05:28:13.129254,
1W32rJieNEh,1Vr4du5u7Rm,contract-100117229901280272,0c656154d1b0c15c47a06ca36bb0f660,0105422000064-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/1yzo1i6uma30vbrtvhvxoy3ke5g5hwdw.html,2024-08-14 05:28:26.742324,2024-08-14 05:28:26.742324,
1W32s7FeZW7,1Vr4dpasoBG,contract-100117229901269222,3df06c5df59ab8498f47dca850dfac9e,0105422000063-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/bknutsirfumqf0fr0ijdqees9tmm3v9n.html,2024-08-14 05:28:37.592638,2024-08-14 05:28:37.592639,
1W32srAhGHk,1Vr4dk8FLzA,contract-100117229901257243,305aacf78eadcfe5dcc9dc12a53f4aef,0105422000062-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/jh7upnbfozeertmevsiiqijxoipmbfjj.html,2024-08-14 05:28:47.596851,2024-08-14 05:28:47.596852,
1W32tWssaOm,1Vr4demz5b8,contract-100117229901246732,07db43c721aa3f8f3ecd6a97afe88f65,0105422000061-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/uwut4es1jcr5peltdpsbnmsbwvnjp2ry.html,2024-08-14 05:28:56.699576,2024-08-14 05:28:56.699577,
1W32uFwYgbB,1Vr4dZmAhjw,contract-100117229901235781,8dae53d28b90fb29e7c5395e7ef4eaf0,0105422000060-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/lrfzm4vzs9ruz5th74pi5ai7vdvc6wgl.html,2024-08-14 05:29:06.568948,2024-08-14 05:29:06.568949,
1W32ux7rFSv,1Vr4dV83T82,contract-100117229901224521,ae8a59d8b536eccf0339e6c32af325fc,0105422000059-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/twpx3hp6j83h5e51k5zqmlnfivmqyrdf.html,2024-08-14 05:29:15.981152,2024-08-14 05:29:15.981153,
1W32vgEwXE6,1Vr4dQ66JAA,contract-100117229901213470,bee93adc029d4fca7aa3826b81bdaabb,0105422000058-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/p6iwpyoe3ldtb6kagvnojybx171cvt6y.html,2024-08-14 05:29:25.840031,2024-08-14 05:29:25.840032,
1W32wOhimVv,1Vr4dKqoNgA,contract-100117229901202124,24ab28909500d30ffee24d3ba048bf36,0105422000057-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/qyqlkgzqdbspzpmzhsa1fxnkyomlovzd.html,2024-08-14 05:29:35.567864,2024-08-14 05:29:35.567864,
1W32x8dtrgV,1Vr4dFms1ng,contract-100117229901191023,5235e8467fc491ae84614326e7b16c50,0105422000056-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/waugzf29spwnnqczjm1e1zopg3dfcms1.html,2024-08-14 05:29:45.586293,2024-08-14 05:29:45.586294,
1W32y22EcSK,1Vr4dAm2snG,contract-100117229901181182,948e80ccda971585e37dacfdb7f6e1b5,0105422000055-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/l7lwdbvo9xrzzqsa5v2q2sy3j3r7snri.html,2024-08-14 05:29:57.689779,2024-08-14 05:29:57.689780,
1W32zDtFSIT,1Vr4d5xiT4U,contract-100117229901170761,7793761335ae5c7d00d10ba2d440e159,0105422000054-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/btplloyr1woeqwouelj6097ij11y5xou.html,2024-08-14 05:30:13.881175,2024-08-14 05:30:13.881176,
1W330asDtEX,1Vr4d1Uxwos,contract-100117229901160980,809242153ee666870342463caa711be6,0105422000053-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/efjjd4es5usjebbpslgcpxdjypadn2wo.html,2024-08-14 05:30:32.522780,2024-08-14 05:30:32.522780,
1W331avqbOI,1Vr4cwr8JLC,contract-100117229901150862,33374c7ed317a2b72fb1a596583b3b25,0105422000052-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/dfkqosw97yrrbiqlnmpuam6dzeqpamaj.html,2024-08-14 05:30:45.930201,2024-08-14 05:30:45.930202,
1W332dIX96k,1Vr4crKFFmE,contract-100117229901138770,3259db3e5026c488e139d35c693a631b,0105422000051-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/7hubspmerg0hu2f80ernzvnhkdtpw2bq.html,2024-08-14 05:31:00.019136,2024-08-14 05:31:00.019136,
1W333y7Qk95,1Vr4cmxRY6k,contract-100117229901129291,880f63ce495ec91030d9c9f06ff54ed6,0105422000050-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/gdp9lqakwzoxh5ouywlkuw8imui71qsj.html,2024-08-14 05:31:18.114665,2024-08-14 05:31:18.114666,
1W335BylstM,1Vr4ciKBUSU,contract-100117229901119103,bfc1732755a3921057f2aeb030feb7a4,0105422000049-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/oimjysvcfeksvyo2vevyxzwljynhcrbe.html,2024-08-14 05:31:34.705225,2024-08-14 05:31:34.705226,
1W337Iz2BNb,1Vr4cSko6ao,contract-100117229901084921,ba5cdaf9eba3d1bfe31b986847670a8f,0105422000043-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/rjgkpv9a7bejlqblvfpnziyqy1tfxkwr.html,2024-08-14 05:32:03.303572,2024-08-14 05:32:03.303573,
1W338QCt86K,1Vr4cNSNpXW,contract-100117229901072320,c57ac71fd9a86de650ae7952906b9bc4,0105422000041-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/ufndhbrmipvyn9dzcwk04llece1nvfgz.html,2024-08-14 05:32:18.401069,2024-08-14 05:32:18.401070,
1W339UfZxO7,1Vr4cH5pOis,contract-100117229901059243,c3d56a75bf780308c810d2b3939720c5,0105422000039-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/6vmwfetrolj5aolyebxdg6qtsyxpig4f.html,2024-08-14 05:32:32.933141,2024-08-14 05:32:32.933141,
1W33AisambH,1Vr4btiCKtG,contract-100117229901008421,f57f0b7b99734cc37f6a5a0cdd2e0eba,0105422000031-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/ir80mtou7bsxvbpcho92mxxwnlfqxwob.html,2024-08-14 05:32:49.559576,2024-08-14 05:32:49.559577,
1W33BdmDOXG,1Vr4bl9xdsK,contract-100117229900990013,bbe4984340b5db3f7ddd521cdc1ec46f,0105422000028-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/mviea1pg2dr7aolczonxodhqyiq5vgbj.html,2024-08-14 05:33:02.002238,2024-08-14 05:33:02.002239,
1W33CMeFwP0,1Vr4bZOAwR0,contract-100117229900962980,a4e5959bd2533b91d1412ed9a58479ee,0105422000025-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/v4ey8hqntftrudxtae6jxyfdyvrxjky5.html,2024-08-14 05:33:11.917356,2024-08-14 05:33:11.917357,
1W33D3LT1U7,1Vr4bUF7oDM,contract-100117229900952864,b95ef8f6a8a691190e42fdf87fe2f11b,0105422000024-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/rozqvvsl37dka8cvcfl2claodos75cho.html,2024-08-14 05:33:21.151350,2024-08-14 05:33:21.151351,
1W33Dz6pzd6,1Vr4bNsqyWS,contract-100117229900939033,75776f0bae3eb515179ada1194768c2d,0105422000022-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/zpb3p28xxv6mlf9wyrfucrtkzip96ovr.html,2024-08-14 05:33:33.732188,2024-08-14 05:33:33.732189,
1W33Ekf239T,1Vr4bKqMwfK,contract-100117229900932271,91665e9f54be501fc891209273460864,0105422000021-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/ysvxqzealynfyh1kmzlimbjatj90in8f.html,2024-08-14 05:33:44.103401,2024-08-14 05:33:44.103402,
1W33FWiXEyG,1Vr4bHtZeMm,contract-100117229900924361,22df3bc5d7d28d86b84cd1ebfceabd1b,0105422000020-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/6x1zpc4pajqnrsdo36lfitjutg5l5gxc.html,2024-08-14 05:33:54.670658,2024-08-14 05:33:54.670659,
1W33GIo7nH9,1Vr4bE0ZpS2,contract-100117229900917372,45f424d2971cbc0456b9eac65c4745cc,0105422000019-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/zevemn7scroixw5fd41g4apcvpx9ld0t.html,2024-08-14 05:34:05.129547,2024-08-14 05:34:05.129548,
1W33HBs7bDx,1Vr4b7Oh3bu,contract-100117229900903024,316906c8f443ceea71f7bc390ed0df82,0105422000017-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/qt4pztr3umlotzvmvnk8yykcsccy9akf.html,2024-08-14 05:34:17.159450,2024-08-14 05:34:17.159451,
1W33Ht76wmX,1Vr4b4LMbpu,contract-100117229900896433,0a685e6f274aff41739a979012c1a2ba,0105422000016-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/dvovkjezkxp4l7aiaagmy3gpopeyp8h6.html,2024-08-14 05:34:26.626503,2024-08-14 05:34:26.626504,
1W33IfTAEdC,1Vr4b1ekRxC,contract-100117229900890313,f11555b5b12c8650789494f0945ccf5e,0105422000015-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/xuhugomzx1czj02ouge3kdcnbiwhcmra.html,2024-08-14 05:34:37.180997,2024-08-14 05:34:37.180998,
1W33JNbmxgd,1Vr4aycGQ6E,contract-100117229900883424,85a0a241666d1134fc0d65c593e4dd8f,0105422000014-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/uv1x0taddzosvznaygi1lzi2c1aeplhe.html,2024-08-14 05:34:46.787350,2024-08-14 05:34:46.787351,
1W33KJlr29U,1Vr4ar3uewS,contract-100117229900867254,a40bc65202744d6cde16ce7defc0877d,0105422000012-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/jvjp4xywgru3u1ywzy17zygcyj8j8d32.html,2024-08-14 05:34:59.475341,2024-08-14 05:34:59.475342,
1W33L0zKDQY,1Vr4ajQRMUE,contract-100117229900850353,d83f83b426d63d5d038ce36a09ef6969,0105422000010-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/ltr8ltul5nrct1cfdxzp5rlkq4rqvvyx.html,2024-08-14 05:35:08.950888,2024-08-14 05:35:08.950888,
1W33LjErUDV,1Vr4afrJq90,contract-100117229900842544,64dc11dd909292ffcdeec22f212460fb,0105422000009-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/yy4hryochytfzqhlpfzc1sousbzuvqws.html,2024-08-14 05:35:18.608568,2024-08-14 05:35:18.608569,
1W33MSHyO9J,1Vr4aYqjxzG,contract-100117229900827050,688f1012c16185ee587168569ce8fce1,0105422000007-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/jd0ifcz11sjcvo7xcnj6rxv8o35ruq9u.html,2024-08-14 05:35:28.468977,2024-08-14 05:35:28.468978,
1W33NAnCqxm,1Vr4aVDw2Qq,contract-100117229900818431,924612c64ca94d871a342b6e540e1f47,0105422000006-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/x7xrepum2ks8rgdnusl4pwhqzgxoegdn.html,2024-08-14 05:35:38.167737,2024-08-14 05:35:38.167738,
1W33NtdXo2g,1Vr4aM2Eiti,contract-100117229900797232,db29a2c0079ec4e184fc6ee65193b171,0105422000004-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/cnt2hgcpeq0rpv2f56q57gksoar8tkyp.html,2024-08-14 05:35:47.968186,2024-08-14 05:35:47.968187,
1W33OatU7c6,1Vr4aGlWQAU,contract-100117229900785554,2ad46cdfcfe08cadd39eff29c92c683c,0105422000003-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/cylizcna4a5bproaxbta2ydkjf3cgfix.html,2024-08-14 05:35:57.422783,2024-08-14 05:35:57.422784,
1W33PyQQFec,1Vr4a9OoDKi,contract-100117229900769024,b50fa6ba2069a3075f6563bf33f30353,0105422000002-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/3cjhl7co1pdvhlz0hkrxjow07g14klij.html,2024-08-14 05:36:16.098129,2024-08-14 05:36:16.098130,
1W33RC4o0ze,1Vr4Zwyzh6k,contract-100117229900722264,76fdab545d583ae5ba36f5e669041904,0105422000001-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/1fqsfitcpugizkmn1wmvit11hazekipc.html,2024-08-14 05:36:32.613097,2024-08-14 05:36:32.613097,
1W35KyJdiqK,1W126TlBrSO,contract-100117235085595772,2a958df471db6aea54a5bc7e89657014,0105422600049-0101,0,https://pub-cdn.abc.coway.com/abc-contract-template/2024/08/zdr0tatxjykgw4lkrwhiwh53b7qntweu.html,2024-08-14 06:03:07.578653,2024-08-14 06:03:07.578654,
