id,order_id,payment_method,transaction_id,item_price,payment_time,last_name,first_name,address1,address2,zipcode,city,state,phone,email,remark,discount_price,registration_price,total_price,tax,card_number,card_type,installment_months,currency,prepaid_amount,payout_id,refund
1UsIhucohOR,0105418300048,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UsIjTaXDDl,0105418300049,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UsIl0eAawU,0105418300050,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UsImaLj8Kx,0105418300051,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UsIo66tQct,0105418300052,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UsIpUKPOBm,0105418300053,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UsIr113GYB,0105418300054,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtYzumwO0s,0105418400004,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtZMQmIXKI,0105418400005,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtZPvLZ8Mh,0105418400006,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtZW8i1OsF,0105418400007,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtbEkbwhQO,0105418400008,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtsthfRW29,0105418400009,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtsuFtVrPU,0105418400010,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtsufnGgFQ,0105418400011,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utsv4movKa,0105418400012,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtsvSmDpzP,0105418400013,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtsvsAAlBb,0105418400014,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtswGdf9dZ,0105418400015,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utswef1c4E,0105418400016,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utsx36FDU0,0105418400017,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtsxSQWB43,0105418400018,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtsxqvywMX,0105418400019,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtsyEWfve8,0105418400020,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt0821kzL,0105418400021,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt0YdVcyR,0105418400022,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt0wvdF9t,0105418400023,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt1IgmgPf,0105418400024,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt1hBgFS2,0105418400025,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt24joqZ2,0105418400026,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt2Tokdve,0105418400027,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt2tnKdyh,0105418400028,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt3EzHp6K,0105418400029,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt3dBRrYG,0105418400030,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt42tZ83Z,0105418400031,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt4RjCEjU,0105418400032,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt7z3ACtV,0105418400033,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt8PFvKGp,0105418400034,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt8lQ3SyI,0105418400035,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt98217ZQ,0105418400036,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt9VAsawb,0105418400037,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utt9qhq5h9,0105418400038,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttACqYEkH,0105418400039,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttAZMFtKe,0105418400040,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttAudJqna,0105418400041,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttBKDVAkR,0105418400042,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttBilVV7Z,0105418400043,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttC8R5CXK,0105418400044,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttD9lbZlJ,0105418400045,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttFJpwwpj,0105418400046,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttFkE5feJ,0105418400047,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttG7wRpRs,0105418400048,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttGXUujX9,0105418400049,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttGvT9bVO,0105418400050,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttHIbkIuR,0105418400051,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttHeV8w1S,0105418400052,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttI33Rgca,0105418400053,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UttIQgOdpM,0105418400054,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu5EMATAl,0105418400055,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu5feVkwm,0105418400056,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu63kQcXS,0105418400057,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu6RWlA9h,0105418400058,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu6qzpglj,0105418400059,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu7FHesQq,0105418400060,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu7bVlOx3,0105418400061,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu7xSHcmN,0105418400062,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu8IshW9e,0105418400063,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu8h3AnCP,0105418400064,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu95cKLBk,0105418400065,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utu9Tu9Wpt,0105418400066,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtwmdDIove,0105418400067,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utwn500NMA,0105418400068,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtwnUk7fPb,0105418400069,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utwnt8m3aN,0105418400070,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtwoIlli5S,0105418400071,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utwog4rZJH,0105418400072,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utwp4kYiv6,0105418400073,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtwpRSBWy0,0105418400074,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utwq13QMQf,0105418400075,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtwqUyOzTU,0105418400076,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1Utwqv2ey7o,0105418400077,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UtwrLqtxqo,0105418400078,CREDIT_CARD,string,1520.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,1520.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYtgByPJ4,0105418500001,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYtuzcb4b,0105418500002,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYu4Pn4mQ,0105418500003,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYu8xzJpb,0105418500004,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYuCJ9X2h,0105418500005,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYuFvjCgm,0105418500006,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYuIaMY9F,0105418500007,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYuKqrzYE,0105418500008,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYuNXjAG4,0105418500009,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYuR9P4lx,0105418500010,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYuTcjQmt,0105418500011,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvYuX3rDiI,0105418500012,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvZ0hv2uCC,0105418500013,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvZ0mz2Dh4,0105418500014,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvZ0qryhVD,0105418500015,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvZ0ud4Kw1,0105418500016,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvZ0xG05c6,0105418500017,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvZ134UepF,0105418500019,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvZ19EqL3M,0105418500021,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1UvZ1I7nkXx,0105418500024,CREDIT_CARD,string,9120.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,9120.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VT1zZD1xfX,0105420500349,CREDIT_CARD,gid://shopify/OrderTransaction/7266394079510,1350.00,2024-07-23 12:42:21.000,Check,Nhung,aaa,address2,77069,Houston,TX,+16025312685,nhungtest06092023@gmail.com,,0.00,0.00,1350.00,0.00,•••• •••• •••• 4242,Visa,,USD,0.00,,
1VU9VNnXoSU,0105420600196,CREDIT_CARD,gid://shopify/OrderTransaction/7267750347030,360.00,2024-07-24 04:54:56.000,Tong,MinhAnh,Chuong My,"Ha Noi, Viet Nam",77069,Houston,TX,8005550199,minhanhtong0609@gmail.com,,0.00,0.00,360.00,0.00,•••• •••• •••• 4242,Visa,,USD,0.00,,
1VUQ8jVpP12,0105420600218,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQ8qFwXdC,0105420600219,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQ8ucjrjs,0105420600220,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQA38Wmz0,0105420600226,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQA7c8UCz,0105420600227,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQAIp0Wdo,0105420600229,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQAUR8reN,0105420600231,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQAe5VHrG,0105420600233,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQHBnVqgl,0105420600242,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQHQU729g,0105420600246,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQIR6Fu0M,0105420600248,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQIVUTDlM,0105420600249,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQIhkubFK,0105420600252,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQIvQmQy9,0105420600255,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQJ91p5It,0105420600258,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQKWfZaSr,0105420600259,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQKegbDEx,0105420600260,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQKtjL6gP,0105420600263,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQL4vvXzZ,0105420600265,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
1VUQLAKacMl,0105420600266,CREDIT_CARD,string,0.00,2019-08-24 14:15:22.000,,,,,,,,,,,0.00,0.00,0.00,0.00,3333-33**-****,VISA,0,USD,0.00,,
