id,order_item_id,address1,address2,zipcode,city,state,serial_number,latitude,longitude,installation_time,create_time,update_time,technician_id,service_flow_id,warranty_start_time,warranty_end_time,branch_id,warehouse_id,water_type
1UnGRV1hRpG,0105418000025-0101,13699 Champlin Highway,Apt. 699,78703,Austin,TX,,29.533889,-95.776991,,2024-06-28 08:45:17.299,2024-06-28 08:45:17.299,,1UnGRUAcSUl,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGX9NIonb,0105418000026-0101,3007 Todd Canyon,Suite 549,78660,Austin,TX,,30.14227,-95.047032,,2024-06-28 08:46:33.823,2024-06-28 08:46:33.823,,1UnGX8aToQ4,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGXZaagLE,0105418000027-0101,35522 Schultz Skyway,Suite 951,78703,Austin,TX,,29.882897,-95.061908,,2024-06-28 08:46:39.549,2024-06-28 08:46:39.549,,1UnGXYnCThP,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGXxf5YHn,0105418000028-0101,106 Scotty Run,Apt. 488,78653,Austin,TX,,29.546489,-95.33846,,2024-06-28 08:46:44.807,2024-06-28 08:46:44.807,,1UnGXwze7Hm,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGYKL42n1,0105418000029-0101,002 Rice Stravenue,Apt. 238,78660,Austin,TX,,30.070085,-95.752076,,2024-06-28 08:46:49.760,2024-06-28 08:46:49.760,,1UnGYJgl0JQ,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGYi2W7wc,0105418000030-0101,335 Jeffery Orchard,Suite 355,78660,Austin,TX,,30.005792,-95.406205,,2024-06-28 08:46:54.937,2024-06-28 08:46:54.937,,1UnGYhPd57B,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGZ6DpN0k,0105418000031-0101,2230 Pacocha Plaza,Suite 965,78704,Austin,TX,,29.857411,-95.532753,,2024-06-28 08:47:00.219,2024-06-28 08:47:00.219,,1UnGZ5Y6Ksf,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGZVQ9Ywy,0105418000032-0101,705 Kenny Canyon,Apt. 959,78712,Austin,TX,,30.025579,-95.236587,,2024-06-28 08:47:05.723,2024-06-28 08:47:05.723,,1UnGZUogVlr,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGZsC2Lwz,0105418000033-0101,64810 Daron Throughway,Suite 191,78660,Austin,TX,,29.604464,-95.196839,,2024-06-28 08:47:10.696,2024-06-28 08:47:10.696,,1UnGZrb8V20,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGaGSSNM2,0105418000034-0101,96188 Noble Glen,Suite 788,78660,Austin,TX,,29.688996,-95.351555,,2024-06-28 08:47:15.996,2024-06-28 08:47:15.996,,1UnGaFnIXU5,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGaeqpAP7,0105418000035-0101,19428 Joseph Cliffs,Apt. 662,78704,Austin,TX,,29.620281,-95.558857,,2024-06-28 08:47:21.325,2024-06-28 08:47:21.325,,1UnGaeEVJpo,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGb3NzWTy,0105418000036-0101,65257 Feeney Hollow,Suite 617,78702,Austin,TX,,29.570877,-95.717615,,2024-06-28 08:47:26.683,2024-06-28 08:47:26.683,,1UnGb2oVfDJ,,,10fea14a0a949002,1SSlmkCG5OW,
1UnGnIi6rbL,0105418000037-0101,86737 Gutkowski Stream,Suite 496,75238,Dallas,TX,,32.925217,-96.664488,,2024-06-28 08:50:12.538,2024-06-28 08:50:12.538,,1UnGnHxqFOE,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGni1ru2e,0105418000038-0101,6650 Marcellus Fork,Apt. 728,75270,Dallas,TX,,32.900557,-96.776138,,2024-06-28 08:50:18.068,2024-06-28 08:50:18.068,,1UnGnhHbHph,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGo90c3Zn,0105418000039-0101,44307 Christel Corners,Apt. 425,75270,Dallas,TX,,32.702701,-96.677111,,2024-06-28 08:50:23.961,2024-06-28 08:50:23.961,,1UnGo8KbQJo,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGoaMdJmT,0105418000040-0101,452 Cameron Causeway,Apt. 543,75001,Dallas,TX,,32.517305,-96.771522,,2024-06-28 08:50:29.936,2024-06-28 08:50:29.936,,1UnGoZibsQw,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGoz1hALR,0105418000041-0101,939 Hipolito Street,Apt. 216,75210,Dallas,TX,,32.584396,-96.84539,,2024-06-28 08:50:35.322,2024-06-28 08:50:35.322,,1UnGoyUU67I,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGpNDLHjE,0105418000042-0101,65029 Schmitt Trafficway,Apt. 868,75238,Dallas,TX,,32.894062,-96.885297,,2024-06-28 08:50:40.606,2024-06-28 08:50:40.606,,1UnGpMTvSuT,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGpieuP0c,0105418000043-0101,08990 Lisette Mountain,Suite 205,75007,Dallas,TX,,32.89742,-96.782619,,2024-06-28 08:50:45.290,2024-06-28 08:50:45.290,,1UnGpi1jl3H,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGq58uSod,0105418000044-0101,5600 Erdman Ferry,Apt. 558,75270,Dallas,TX,,32.838681,-96.642657,,2024-06-28 08:50:50.201,2024-06-28 08:50:50.201,,1UnGq4Ut1T6,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGqQyYCv6,0105418000045-0101,384 Tanesha Shore,Suite 289,75210,Dallas,TX,,32.579144,-96.802758,,2024-06-28 08:50:54.970,2024-06-28 08:50:54.970,,1UnGqQNeM07,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGqqFha7c,0105418000046-0101,6780 Wyman Passage,Apt. 183,75270,Dallas,TX,,32.824745,-96.871488,,2024-06-28 08:51:00.491,2024-06-28 08:51:00.491,,1UnGqphvJdL,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGrCe1fKI,0105418000047-0101,3802 Schiller Hollow,Suite 158,75001,Dallas,TX,,32.935502,-96.784914,,2024-06-28 08:51:05.382,2024-06-28 08:51:05.382,,1UnGrC76CED,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnGrZZKUkZ,0105418000048-0101,284 Elda Station,Suite 671,75007,Dallas,TX,,32.780813,-96.743665,,2024-06-28 08:51:10.389,2024-06-28 08:51:10.389,,1UnGrYyQdpk,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UyY67am0KD,0105418700001-0101,1237 Tilda Crescent,Suite 241,75039,Dallas,TX,,32.525844,-96.659701,,2024-07-05 03:56:00.644,2024-07-05 03:56:00.644,,1UyY648Sr74,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJvBxVVth,0105418000050-0101,33710 Prosacco Alley,Apt. 569,75126,Dallas,TX,,32.930044,-96.793059,,2024-06-28 09:33:58.257,2024-06-28 09:33:58.257,,1UnJvApOalK,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJvbo8kIv,0105418000051-0101,41776 Hand Cape,Apt. 186,75126,Dallas,TX,,32.917901,-96.842219,,2024-06-28 09:34:03.902,2024-06-28 09:34:03.902,,1UnJvb0kXfG,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJwPfFATN,0105418000053-0101,0960 Jefferson Park,Suite 601,75238,Dallas,TX,,32.786572,-96.639283,,2024-06-28 09:34:14.792,2024-06-28 09:34:14.792,,1UnJwOmAzEG,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJwoIehPs,0105418000054-0101,3128 Jeremy Overpass,Apt. 328,75126,Dallas,TX,,32.713174,-96.660072,,2024-06-28 09:34:20.172,2024-06-28 09:34:20.172,,1UnJwnfCSKJ,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJxC4Bjxk,0105418000055-0101,3885 Predovic Mountain,Apt. 621,75006,Dallas,TX,,32.960274,-96.767815,,2024-06-28 09:34:25.364,2024-06-28 09:34:25.364,,1UnJxBR160P,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJxwaz3zj,0105418000057-0101,78654 Goodwin Brook,Apt. 891,75007,Dallas,TX,,32.802405,-96.641664,,2024-06-28 09:34:35.527,2024-06-28 09:34:35.527,,1UnJxvenIK4,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJyJWBKsJ,0105418000058-0101,8848 Margrett Plaza,Apt. 248,75126,Dallas,TX,,32.56303,-96.654536,,2024-06-28 09:34:40.533,2024-06-28 09:34:40.533,,1UnJyIr1V0M,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJyh3Ep4a,0105418000059-0101,62579 Stark Union,Suite 544,75203,Dallas,TX,,32.672839,-96.631111,,2024-06-28 09:34:45.674,2024-06-28 09:34:45.674,,1UnJygPUyr7,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtOqSQPdb,0105418300001-0101,43160 Huel Mills,Suite 127,75061,Dallas,TX,,32.718626,-96.860005,,2024-07-01 03:40:51.823,2024-07-01 03:40:51.823,,1UrtOkXyGhs,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtR3oZmAy,0105418300003-0101,563 Brenna Locks,Apt. 260,75001,Dallas,TX,,32.627251,-96.84374,,2024-07-01 03:41:21.821,2024-07-01 03:41:21.821,,1UrtR3ByKTb,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtRw4EPYb,0105418300004-0101,743 Leonard Vista,Apt. 745,75061,Dallas,TX,,32.823623,-96.803411,,2024-07-01 03:41:33.672,2024-07-01 03:41:33.672,,1UrtRvPMAoi,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtSsnJwLr,0105418300005-0101,62705 Reid Lake,Apt. 941,75019,Dallas,TX,,32.997045,-96.739709,,2024-07-01 03:41:46.504,2024-07-01 03:41:46.504,,1UrtSqSq78Q,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtTlp7ajh,0105418300006-0101,8268 Latoyia Ranch,Apt. 511,75001,Dallas,TX,,32.873304,-96.846887,,2024-07-01 03:41:58.519,2024-07-01 03:41:58.519,,1UrtTlCnkAO,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtUi8NcVV,0105418300007-0101,67384 Donte Cliff,Suite 555,75001,Dallas,TX,,32.602969,-96.650674,,2024-07-01 03:42:11.255,2024-07-01 03:42:11.255,,1UrtUhNpPAU,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtValUAh5,0105418300008-0101,8905 Valentine Burg,Suite 706,75007,Dallas,TX,,32.808937,-96.765011,,2024-07-01 03:42:23.188,2024-07-01 03:42:23.188,,1UrtVa4uLAy,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtWVseskx,0105418300009-0101,491 Lebsack Run,Apt. 320,75039,Dallas,TX,,32.800667,-96.667343,,2024-07-01 03:42:35.663,2024-07-01 03:42:35.663,,1UrtWV48Has,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtXVA1mnS,0105418300010-0101,00803 Bart Field,Apt. 414,75210,Dallas,TX,,32.997501,-96.713672,,2024-07-01 03:42:49.048,2024-07-01 03:42:49.048,,1UrtXUQ2liZ,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtYPJ5Zd2,0105418300011-0101,876 Zemlak Common,Suite 371,75039,Dallas,TX,,32.9991,-96.672581,,2024-07-01 03:43:01.312,2024-07-01 03:43:01.312,,1UrtYOaEx4P,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtjTvLEPc,0105418300013-0101,49935 Konopelski Pines,Apt. 191,75050,Dallas,TX,,32.829681,-96.834949,,2024-07-01 03:45:31.284,2024-07-01 03:45:31.284,,1UrtjTDubV9,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtkPC3VYo,0105418300014-0101,708 Stephan Parks,Apt. 661,75270,Dallas,TX,,32.702169,-96.824267,,2024-07-01 03:45:43.793,2024-07-01 03:45:43.793,,1UrtkOd8qYH,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtlJ7QWjX,0105418300015-0101,66791 Stiedemann Overpass,Suite 340,75203,Dallas,TX,,32.856799,-96.706157,,2024-07-01 03:45:56.009,2024-07-01 03:45:56.009,,1UrtlIJBWhW,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtmBfX5ZM,0105418300016-0101,77241 Cathleen Spurs,Suite 940,75061,Dallas,TX,,32.846158,-96.645007,,2024-07-01 03:46:07.924,2024-07-01 03:46:07.924,,1UrtmAw7GkR,,,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJuhEnmlL,0105418000049-0101,690 Alexander Cliffs,Apt. 668,75209,Dallas,TX,20102FQP0110500001,32.796155,-96.893357,2024-07-01 04:12:13.894,2024-06-28 09:33:51.546,2024-07-01 04:12:13.917,10fea3499d98a003,1UnJufDL5GE,2024-07-01 04:12:13.894,2027-07-01 04:12:13.894,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJz2Hh6ke,0105418000060-0101,09017 Selene Locks,Suite 971,75050,Dallas,TX,20102FTM0110500002,32.750219,-96.856106,2024-07-01 04:48:29.846,2024-06-28 09:34:50.312,2024-07-01 04:48:29.898,10fea3499d98a003,1UnJz1he3Dr,2024-07-01 04:48:29.846,2027-07-01 04:48:29.846,10fea1d28b3fa002,1SSlmkCG5OU,
1UnJxZK6iPo,0105418000056-0101,249 Andre Pines,Apt. 204,75007,Dallas,TX,20102FSL0110500004,32.745587,-96.853516,2024-07-01 05:10:16.476,2024-06-28 09:34:30.444,2024-07-01 05:10:16.517,10fea3499d98a003,1UnJxYhmrqV,2024-07-01 05:10:16.476,2027-07-01 05:10:16.476,10fea1d28b3fa002,1SSlmkCG5OU,
1Us0picFvsb,0105418300018-0101,53439 Turcotte Isle,Suite 325,77002,Houston,TX,20102FSO0110900003,29.931705,-95.635514,2024-07-01 05:25:13.892,2024-07-01 05:24:53.080,2024-07-01 05:25:13.923,10fea47cd7778004,1Us0pdYbB17,2024-07-01 05:25:13.892,2027-07-01 05:25:13.892,10fea0f2db2c2001,1SSlmkCG5OV,
1Us0wRgfzLQ,0105418300019-0101,460 Schultz Cliff,Suite 897,77014,Houston,TX,20102FSW0110800003,29.673805,-95.598695,2024-07-01 05:26:45.549,2024-07-01 05:26:24.174,2024-07-01 05:26:45.570,11491e59d7061001,1Us0wQDH9S3,2024-07-01 05:26:45.549,2027-07-01 05:26:45.549,10fea0f2db2c2001,1SSlmkCG5OV,
1Us123la1IQ,0105418300020-0101,658 Mayer Fort,Apt. 810,77013,Houston,TX,20102FSW0110800004,29.706921,-95.589076,2024-07-01 05:28:00.165,2024-07-01 05:27:40.202,2024-07-01 05:28:00.188,11491e84d9603003,1Us122ZD7D5,2024-07-01 05:28:00.165,2027-07-01 05:28:00.165,10fea0f2db2c2001,1SSlmkCG5OV,
1UnJvzP7KiP,0105418000052-0101,4230 Magali Trail,Suite 451,75019,Dallas,TX,20102FSW0110400001,32.928325,-96.732211,2024-07-01 06:54:06.903,2024-06-28 09:34:09.056,2024-07-01 06:54:06.935,11491d93a300d001,1UnJvyeqiVS,2024-07-01 06:54:06.903,2027-07-01 06:54:06.903,10fea1d28b3fa002,1SSlmkCG5OU,
1UrtQ6DNeoS,0105418300002-0101,4260 Cathleen Islands,Suite 566,75233,Dallas,TX,20102FSW0110400002,32.923492,-96.739524,2024-07-02 06:59:00.481,2024-07-01 03:41:08.805,2024-07-02 06:59:00.506,10fea3499d98a003,1UrtQ4ac3cx,2024-07-02 06:59:00.481,2027-07-02 06:59:00.481,10fea1d28b3fa002,1SSlmkCG5OU,
1UtsugZWUMu,0105418400011-0101,2577 Runolfsson Shores,Suite 296,75233,Dallas,TX,,32.71599,-96.826947,,2024-07-02 08:29:16.069,2024-07-02 08:29:16.069,,1UtsufrWfCT,,,10fea1d28b3fa002,1SSlmkCG5OU,
1Us15vlzh7V,0105418300021-0101,230 Okuneva Streets,Suite 454,77005,Houston,TX,20102FR10110800005,29.578697,-95.77727,2024-07-01 05:28:52.039,2024-07-01 05:28:32.625,2024-07-01 05:28:52.069,11491ea765c84004,1Us15umxw9C,2024-07-01 05:28:52.039,2027-07-01 05:28:52.039,10fea0f2db2c2001,1SSlmkCG5OV,
1Us18h7T5G7,0105418300022-0101,9486 Scot Club,Apt. 531,77004,Houston,TX,20102FQP0110800003,29.949297,-95.574121,2024-07-01 05:29:29.698,2024-07-01 05:29:10.051,2024-07-01 05:29:29.729,10fea47cd7778004,1Us18g6jjVQ,2024-07-01 05:29:29.698,2027-07-01 05:29:29.698,10fea0f2db2c2001,1SSlmkCG5OV,
1W2gxDdAUm1,0105422700029-0101,83429 Ondricka Plaza,Apt. 960,78717,Austin,TX,20102FSO0111100125,30.290274,-97.687209,2024-08-14 13:08:07.727,2024-08-14 00:21:54.951,2024-08-14 13:08:07.768,10fea4c14ccb9005,1W2gxCKq0xA,2024-08-14 13:08:07.727,2027-08-14 13:08:07.727,10fea14a0a949002,1SSlmkCG5OW,
1Us1NjMYqVB,0105418300023-0101,804 Will Wall,Suite 981,77008,Houston,TX,20102FSM0110800004,29.724829,-95.437124,2024-07-01 05:32:52.490,2024-07-01 05:32:33.676,2024-07-01 05:32:52.512,11491e84d9603003,1Us1NiH0JXE,2024-07-01 05:32:52.490,2027-07-01 05:32:52.490,10fea0f2db2c2001,1SSlmkCG5OV,
1UyYEqwf2iO,0105418700007-0101,0505 Lizabeth Spring,Suite 891,78617,Austin,TX,,30.178834,-97.77358,,2024-07-05 03:57:58.883,2024-07-05 03:57:58.883,,1UyYEprfi0Z,,,10fea14a0a949002,1SSlmkCG5OW,
1UyYILVyABi,0105418700011-0101,053 Octavia Cliff,Suite 577,78704,Austin,TX,,30.185928,-97.976967,,2024-07-05 03:58:46.186,2024-07-05 03:58:46.186,,1UyYIKrf7i7,,,10fea14a0a949002,1SSlmkCG5OW,
1UyYLs8ZR2Q,0105418700015-0101,13116 Christene Canyon,Suite 428,78617,Austin,TX,,30.183221,-97.808012,,2024-07-05 03:59:33.939,2024-07-05 03:59:33.939,,1UyYLrO1DhP,,,10fea14a0a949002,1SSlmkCG5OW,
1Uz0dwKqayC,0105418700156-0101,a,a,77069,Houston,TX,,,,,2024-07-05 10:35:27.931,2024-07-05 10:35:27.931,,1Uz0dsAXcaq,,,10fea0f2db2c2001,1SSlmkCG5OV,
1Us2FAeOOkM,0105418300028-0101,291 Carmela Ridges,Suite 306,77015,Houston,TX,20102FSO0110900004,29.616144,-95.530142,2024-07-01 05:44:57.142,2024-07-01 05:44:37.373,2024-07-01 05:44:57.173,11491e59d7061001,1Us2F9bxSDH,2024-07-01 05:44:57.142,2027-07-01 05:44:57.142,10fea0f2db2c2001,1SSlmkCG5OV,
1Us2HYqhtEm,0105418300029-0101,170 Stehr Village,Suite 282,77002,Houston,TX,20102FSL0110900002,29.784571,-95.691395,2024-07-01 05:45:29.513,2024-07-01 05:45:09.743,2024-07-01 05:45:29.542,11491ea765c84004,1Us2HXwmubd,2024-07-01 05:45:29.513,2027-07-01 05:45:29.513,10fea0f2db2c2001,1SSlmkCG5OV,
1Us2TlF9xAV,0105418300032-0101,991 Eda Mews,Suite 609,77009,Houston,TX,20102FTM0110700008,29.5882,-95.441873,2024-07-01 05:48:14.991,2024-07-01 05:47:54.957,2024-07-01 05:48:15.032,11491e84d9603003,1Us2TkEQbPe,2024-07-01 05:48:14.991,2027-07-01 05:48:14.991,10fea0f2db2c2001,1SSlmkCG5OV,
1Us2Y15sYQc,0105418300033-0101,63290 Tromp Ports,Apt. 192,78701,Austing,TX,20102FSW0111000003,30.476875,-97.645422,2024-07-01 05:49:12.662,2024-07-01 05:48:52.588,2024-07-01 05:49:12.681,10fea4c14ccb9005,1Us2Y07PziH,2024-07-01 05:49:12.662,2027-07-01 05:49:12.662,10fea14a0a949002,1SSlmkCG5OW,
1Us2aM7ce7C,0105418300034-0101,964 Latoria Curve,Apt. 224,78704,Austing,TX,20102FOL0111000001,30.179069,-97.63483,2024-07-01 05:49:42.729,2024-07-01 05:49:24.266,2024-07-01 05:49:42.748,11491f03b1061005,1Us2aLIWqgz,2024-07-01 05:49:42.729,2027-07-01 05:49:42.729,10fea14a0a949002,1SSlmkCG5OW,
1Us2emA3iXS,0105418300035-0101,7975 Smitham Villages,Suite 880,78664,Austing,TX,20102FSW0111000004,30.281365,-97.646931,2024-07-01 05:50:43.882,2024-07-01 05:50:24.122,2024-07-01 05:50:43.910,11491f332a24d002,1Us2el5da5v,2024-07-01 05:50:43.882,2027-07-01 05:50:43.882,10fea14a0a949002,1SSlmkCG5OW,
1Us2hSiThqZ,0105418300036-0101,604 Glenn Radial,Suite 747,78705,Austin,TX,20102FSM0111200002,30.271715,-97.895592,2024-07-01 05:51:20.277,2024-07-01 05:51:00.502,2024-07-01 05:51:20.304,11491f59d0dbf003,1Us2hRqpWFm,2024-07-01 05:51:20.277,2027-07-01 05:51:20.277,10fea14a0a949002,1SSlmkCG5OW,
1Us2l6M1V8d,0105418300037-0101,36009 Lewis Path,Apt. 718,78704,Austin,TX,20102FSM0111200003,30.449822,-97.656295,2024-07-01 05:52:08.330,2024-07-01 05:51:49.786,2024-07-01 05:52:08.359,10fea4c14ccb9005,1Us2l5LZkW0,2024-07-01 05:52:08.330,2027-07-01 05:52:08.330,10fea14a0a949002,1SSlmkCG5OW,
