hash_code,entity,field,value,title_name,first_name,middle_name,last_name,family_name,name_suffix,fully_qualified_name,company_name,display_name,user_id,primary_phone,alternate_phone,mobile,fax,primary_email,alternate_email,web_addr,branch_id,warehouse_id,latitude,longitude,city,country,country_code,zip_code,state,county,address1,address2,location_remark,total_price,discount_price,item_price,prepaid_amount,tax,registration_price,currency,is_tax_exempt,invoice_id,receipt_id,charge_id,deposit_id,transaction_id,installment_months,item_monthly_price,monthly_discount_price,monthly_tax,monthly_total_price,subscription_receipt_day,receipt_time,billing_type,card_number,card_type,receipt_method,remark,create_time,update_time,is_active
314a039659bc0103b91798f1cee49912,CollectOrder,order_id,0105434700005,,K**n,,N****n,,,,,,,1212***1234,,,,kie**********@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,"Houston, TX 77021, USA",****************,,2922.7500,0.0000,2922.7500,0.0000,222.7500,0.0000,USD,N,,,,,6936523342009,,,,,,,2024-12-12 03:20:41.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
cd918aa4717b7d0d3f4853830a27e89d,CollectOrder,order_id,0105434600008,,S***i,,G*****z,,,,,,,1212***1234,,,,sen**********@yopmail.com,,,,,,,Houston,,,77021,TX,,3333 Raleigh Street,****,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,6935047209145,,,,,,,2024-12-11 04:06:57.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
8c2a6cc2dc17a107b159fa46452db585,CollectOrder,order_id,0105434600007,,T*u,,T**y,,,,,,,+8436***7240,,,,thu*********@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh Street,*******,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,6935005954233,,,,,,,2024-12-11 03:27:39.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
0146eee68fd2d724af6edc6cc2f28699,CollectOrder,order_id,0105434500039,,L*,,P*T,,,,,,,6028***690,,,,ly.*****@ntq-solution.com.vn,,,,,,,Houston,,,77069,TX,,A1,**,,2197.4800,0.0000,2197.4800,0.0000,167.4800,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7060887765208,,,,,,,2024-12-10 10:46:49.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
1ed73671089e22ec18627196ea4cc7f3,CollectOrder,order_id,0105434500037,,S***i,,G*****z,,,,,,,1212***1234,,,,sen**********@yopmail.com,,,,,,,Houston,,,77021,TX,,3333 Raleigh Street,***,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,6933894201529,,,,,,,2024-12-10 10:21:42.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
080e6a69e67363aab402db6cfdb02cad,CollectOrder,order_id,0105434500012,,T**g,,N****n,,,,,,,6024***544,,,,tun************@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,address 1,*********,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,6933807825081,,,,,,,2024-12-10 08:10:49.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
dcd336d1b8724011588f839595535dfe,CollectOrder,order_id,0105434400045,,q***h,,b*i,,,,,,,6025***896,,,,quy******@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 raleigh st.,**********************,,3106.7800,0.0000,3106.7800,0.0000,236.7800,0.0000,USD,N,,,,,6932398407865,,,,,,,2024-12-09 09:12:24.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
7cf378b5bb6f1aef9a0506ed1624b612,CollectOrder,order_id,0105434400026,,T*u,,T**y,,,,,,,+8436***7240,,,,thu*********@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh Street,**********************,,4384.1300,0.0000,4384.1300,0.0000,334.1300,0.0000,USD,N,,,,,6932347060409,,,,,,,2024-12-09 08:06:29.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
08b0a8d8e5fc9498addc92a8041cae35,CollectOrder,order_id,0105434400014,,N*Q,,T**t,,,,,,,+1602***6543,,,,han************@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh St,**********************,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,6932268974265,,,,,,,2024-12-09 06:16:04.000000 +00:00,,•••• •••• •••• 5904,Diners Club,CREDIT_CARD,,,,Y
c1af6dd45404169b792661d946f1181e,CollectOrder,order_id,0105434300015,,D*c,,N*o,,,,,,,1231***2234,,,,duc****@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh Street,**********************,,8227.0000,0.0000,8227.0000,0.0000,627.0000,0.0000,USD,N,,,,,6930858868921,,,,,,,2024-12-08 07:28:40.000000 +00:00,,•••• •••• •••• 1117,Discover,CREDIT_CARD,,,,Y
7a30bcc9ac4c999083dead43e10b67e8,CollectOrder,order_id,0105434300006,,f*,,d*d,,,,,,,1231***2234,,,,tun**********@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh St,**********************,,1645.4000,0.0000,1645.4000,0.0000,125.4000,0.0000,USD,N,,,,,6930690343097,,,,,,,2024-12-08 04:04:50.000000 +00:00,,•••• •••• •••• 4444,Mastercard,CREDIT_CARD,,,,Y
ce6c29bae56c138a09f92b7a71bdce06,CollectOrder,order_id,0105434200020,,T*u,,T**y,,,,,,,+8436***7240,,,,thu*********@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh Street,**********************,,9872.4000,0.0000,9872.4000,0.0000,752.4000,0.0000,USD,N,,,,,6929526096057,,,,,,,2024-12-07 09:23:43.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
fd2987e438f0e7e4752958bab4c87811,CollectOrder,order_id,0105434200018,,T*u,,T**y,,,,,,,+8436***7240,,,,thu*********@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh Street,**********************,,4384.1300,0.0000,4384.1300,0.0000,334.1300,0.0000,USD,N,,,,,6929498800313,,,,,,,2024-12-07 08:34:40.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
4a60d3633fd48f07039a21a82aec6664,CollectOrder,order_id,0105434100044,,D*c,,N*o,,,,,,,+8436***7240,,,,duc****@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh Street,**********************,,4936.2000,0.0000,4936.2000,0.0000,376.2000,0.0000,USD,N,,,,,6927976956089,,,,,,,2024-12-06 08:46:48.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
241b540c63db5bffeae906371fc8a9ab,CollectOrder,order_id,0105434100041,,N*Q,,T**t,,,,,,,+1602***6543,,,,han************@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh St,**********************,,1645.4000,0.0000,1645.4000,0.0000,125.4000,0.0000,USD,N,,,,,6927855190201,,,,,,,2024-12-06 07:55:17.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
974a38d38d5f90967eec00b0a8c4c8a9,CollectOrder,order_id,0105434000055,,D*c,,N*o,,,,,,,6028***690,,,,duc****@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 raleigh st.,**********************,,1645.4000,0.0000,1645.4000,0.0000,125.4000,0.0000,USD,N,,,,,6926135918777,,,,,,,2024-12-05 08:27:31.000000 +00:00,,•••• •••• •••• 4444,Mastercard,CREDIT_CARD,,,,Y
70b608a9273c2f86c1450da823a420d1,CollectOrder,order_id,0105434000004,,N*Q,,T**t,,,,,,,+1602***6543,,,,han************@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh St,**********************,,8768.2500,0.0000,8768.2500,0.0000,668.2500,0.0000,USD,N,,,,,6925995704505,,,,,,,2024-12-05 07:35:53.000000 +00:00,,•••• •••• •••• 5904,Diners Club,CREDIT_CARD,,,,Y
a08b57e8d032cfc2454eb2c323d18951,CollectOrder,order_id,0105433800037,,N***g,,T*,,,,,,,+1212***1234,,,,nhu*****@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,hhh,********,,4384.1300,0.0000,4384.1300,0.0000,334.1300,0.0000,USD,N,,,,,6922382049465,,,,,,,2024-12-03 10:34:46.000000 +00:00,,•••• •••• •••• 4444,Mastercard,CREDIT_CARD,,,,Y
3443dea505cb4bf9caea157e2d3e97ce,CollectOrder,order_id,0105433800036,,N***g,,T*,,,,,,,+1212***1234,,,,nhu*****@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,gn,**,,8768.2500,0.0000,8768.2500,0.0000,668.2500,0.0000,USD,N,,,,,6922379460793,,,,,,,2024-12-03 10:30:23.000000 +00:00,,•••• •••• •••• 4444,Mastercard,CREDIT_CARD,,,,Y
f7e42d0a861ad28411125816f221119b,CollectOrder,order_id,0105433800005,,z*,,z*,,,,,,,1234***8111,,,,111**@any.pink,,,,,,,Houston,,,77099,TX,,12822 Crow Valley Ln Houston tx77099 usa,"",,1645.4000,0.0000,1645.4000,0.0000,125.4000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7045131862232,,,,,,,2024-12-03 04:25:28.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
a55a5476b4d7ee0178b3b839b928225d,CollectOrder,order_id,0105433800004,,T*u,,T**y,,,,,,,+1212***1234,,,,thu*********@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,gh,**,,3290.8000,0.0000,3290.8000,0.0000,250.8000,0.0000,USD,N,,,,,6921768304825,,,,,,,2024-12-03 03:57:28.000000 +00:00,,•••• •••• •••• 4444,Mastercard,CREDIT_CARD,,,,Y
b78692a5c29d1460b0d8ad7717d905ba,CollectOrder,order_id,0105433700057,,N*Q,,T**t,,,,,,,+1602***6543,,,,han************@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh St,**********************,,8768.2500,0.0000,8768.2500,0.0000,668.2500,0.0000,USD,N,,,,,6919277248697,,,,,,,2024-12-02 09:17:50.000000 +00:00,,•••• •••• •••• 5904,Diners Club,CREDIT_CARD,,,,Y
ce44a2d18a91a1aab839b6a6e9a95283,CollectOrder,order_id,0105433700024,,N*Q,,T**t,,,,,,,+1602***6543,,,,han************@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh St,**********************,,9136.3100,0.0000,9136.3100,0.0000,696.3100,0.0000,USD,N,,,,,6919150239929,,,,,,,2024-12-02 07:11:34.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
615ec1ccb46c7794b78d6b9ddbf7e559,CollectOrder,order_id,0105433700019,,D*c,,N*o,,,,,,,+8436***7240,,,,duc****@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh Street,**********************,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,6918937313465,,,,,,,2024-12-02 04:42:18.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
808908e719598cedc0c2abf6caec9157,CollectOrder,order_id,0105433400002,,N*m,,N****n,,,,,,,2345***942,,,,nam*************@ntq-solution.com.vn,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",***,,7306.8800,0.0000,7306.8800,0.0000,556.8800,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7032168972504,,,,,,,2024-11-29 00:47:01.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
d070df61af4ff894000ec7ec4bae860d,CollectOrder,order_id,0105433400001,,N*m,,N****n,,,,,,,2345***342,,,,nam*************@ntq-solution.com.vn,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",***,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7032159142104,,,,,,,2024-11-29 00:40:54.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
244f3ba131e0c3f4b06786adaf4c468a,CollectOrder,order_id,0105433300084,,L**g,,N****n,,,,,,,1415***2671,,,,lon*********@gmail.com,,,,,,,Houston,,,77069,TX,,Houston,"",,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7030672064728,,,,,,,2024-11-28 06:48:38.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
79373fbe74d80a8e8c554c9cf332e94c,CollectOrder,order_id,0105433100019,,H*,,h*,,,,,,,6025***896,,,,dao*********@ntq-solution.com.vn,,,,,,,Houston,,,77069,TX,,3333 raleigh st.,**********************,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,6905434734777,,,,,,,2024-11-26 07:48:55.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
4e9de5e79a0971472cb0528450072ce7,CollectOrder,order_id,0105433100003,,N*Q,,T**t,,,,,,,+1602***6543,,,,han************@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,3333 Raleigh St,**********************,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,6904837767353,,,,,,,2024-11-26 02:10:11.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
0599891f767711f2c5f32a272781fdac,CollectOrder,order_id,0105433100001,,m***e,,r*,,,,,,,1234***8111,,,,mih**@any.pink,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",***,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7026041782488,,,,,,,2024-11-26 01:19:50.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
12c5a497279ee6dd79836c7ca41778e6,CollectOrder,order_id,0105433000008,,e***t,,s******o,,,,,,,1234***8111,,,,sce******@any.pink,,,,,,,Houston,,,77099,TX,,12822 Crow Valley Lane,***,,9320.3400,0.0000,9320.3400,0.0000,710.3400,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7024009150680,,,,,,,2024-11-25 01:21:46.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
b5ce31aaf2f238233fd34e462d4f2f6c,CollectOrder,order_id,0105433000004,,e****n,,s******o,,,,,,,1234***8111,,,,sce*******@any.pink,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",***,,1461.3800,0.0000,1461.3800,0.0000,111.3800,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7023973794008,,,,,,,2024-11-25 00:57:04.000000 +00:00,,•••• •••• •••• 4444,Mastercard,CREDIT_CARD,,,,Y
60ad94600c59d84a055a3f1cf9ce78bf,CollectOrder,order_id,0105432800001,,N***g,,T*,,,,,,,+1231***2334,,,,nhu*****@ntq-solution.com.vn,,,,,,,Houston,,,77069,TX,,A1,**,,40.0500,0.0000,40.0500,0.0000,3.0500,0.0000,USD,N,,,,,6899344081081,,,,,,,2024-11-23 06:50:14.000000 +00:00,,•••• •••• •••• 4444,Mastercard,CREDIT_CARD,,,,Y
3037839960c870b48aec3bc7e73844f9,CollectOrder,order_id,0105432400012,,t**y,,l*,,,,,,,+1212***1234,,,,thu*****@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,hà nôi,*********,,4252.5000,0.0000,4252.5000,0.0000,202.5000,0.0000,USD,N,,,,,6892058771641,,,,,,,2024-11-19 07:12:34.000000 +00:00,,•••• •••• •••• 4444,Mastercard,CREDIT_CARD,,,,Y
e40a30857c6df9a2ecab94e8fa9f8629,CollectOrder,order_id,0105432300012,,*,,*,,,,,,,1234***8111,,,,pby*@any.pink,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",***,,1350.0000,0.0000,1350.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7011185983704,,,,,,,2024-11-18 05:08:37.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
9b78009b152c04662056496c598addac,CollectOrder,order_id,0105432100018,,G***g,,T**t,,,,,,,+1231***2334,,,,gia*******@gmail.com,,,,,,,Houston,,,77069,TX,,sdsfdsf,*******,,17.0000,0.0000,17.0000,0.0000,0.0000,0.0000,USD,N,,,,,6888148369593,,,,,,,2024-11-16 08:56:48.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
531248352c7fc1525c91a9dc2acb34cf,CollectOrder,order_id,0105432000030,,*,,*,,,,,,,1234***8111,,,,pby*@any.pink,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",*****,,1350.0000,0.0000,1350.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7005896245464,,,,,,,2024-11-15 08:24:35.000000 +00:00,,•••• •••• •••• 1117,Discover,CREDIT_CARD,,,,Y
04ae212c502447d0739ff43297427506,CollectOrder,order_id,0105426400004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,USD,N,,,,,string,0,,,,,,2019-08-24 14:15:22.000000 +00:00,,3333-33**-****,,CREDIT_CARD,,,,Y
d0fba06310d260c50cd65172695262ef,CollectOrder,order_id,0105432000004,,*,,*,,,,,,,1234***8111,,,,pby*@any.pink,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",*,,5740.0000,0.0000,5740.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7005332701400,,,,,,,2024-11-15 00:39:05.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
4ae814c1dc6149ca82a4ce5a3d1b7445,CollectOrder,order_id,0105432000002,,*,,*,,,,,,,1234***8111,,,,pby*@any.pink,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",*,,1350.0000,0.0000,1350.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7005296853208,,,,,,,2024-11-15 00:08:43.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
49f2d854e370c61e92ce933cacf24bc8,CollectOrder,order_id,0105431900072,,f*,,d*d,,,,,,,6024***544,,,,tun**********@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,dffdfd,"",,1520.0000,0.0000,1520.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7004094365912,,,,,,,2024-11-14 09:36:48.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
35854c3d301d946fafa91e6bfc677831,CollectOrder,order_id,0105431900018,,t**y,,l*,,,,,,,+1212***1234,,,,thu*****@ntq-solution.com.vn,,,,,,,Houston,,,77021,TX,,hn,**,,17.0000,0.0000,17.0000,0.0000,0.0000,0.0000,USD,N,,,,,6883937124537,,,,,,,2024-11-14 06:37:54.000000 +00:00,,•••• •••• •••• 4444,Mastercard,CREDIT_CARD,,,,Y
3d7c3c7e2886bcfd6222a01920c6e1c9,CollectOrder,order_id,0105431900010,,*,,*,,,,,,,1234***8111,,,,pby*@any.pink,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",***,,1350.0000,0.0000,1350.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7003581317336,,,,,,,2024-11-14 02:11:08.000000 +00:00,,•••• •••• •••• 1117,Discover,CREDIT_CARD,,,,Y
6e4b3eb2ed073d5711b3bfa39563b242,CollectOrder,order_id,0105431900002,,*,,*,,,,,,,1234***8111,,,,pby*@any.pink,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",*,,1520.0000,0.0000,1520.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7003443069144,,,,,,,2024-11-14 00:18:31.000000 +00:00,,•••• •••• •••• 1117,Discover,CREDIT_CARD,,,,Y
1d684427b537259f059477f9f7e5a4b2,CollectOrder,order_id,0105431800055,,A****o,,h*,,,,,,,+8436***7240,,,,dao*********@ntq-solution.com.vn,,,,,,,Houston,,,77069,TX,,"Houston, TX 77021, USA",****************,,3442.5000,0.0000,3442.5000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/6882795716793,,,,,,,2024-11-13 09:04:22.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
27a62e2291bc6af6942c5a65aa15ce83,CollectOrder,order_id,0105431800002,,s**************e,,s*************e,,,,,,,+1972***8888,,,,tun***@2-b.io,,,,,,,Houston,,,77069,TX,,saved a1,********,,1350.0000,0.0000,1350.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7001943638232,,,,,,,2024-11-13 02:47:29.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
aa2ca908ccb8078ef4c4fdfa7fb651b4,CollectOrder,order_id,0105431700009,,E*M,,K*****N,,,,,,,+8210***34105,,,,ekh****@coway.com,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA1",*****,,9120.0000,0.0000,9120.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/7000000430296,,,,,,,2024-11-12 04:27:42.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
89ca7cb24213efbc231553f1f14347a5,CollectOrder,order_id,0105431600003,,E*M,,K*****N,,,,,,,+8210***34105,,,,ekh****@coway.com,,,,,,,Houston,,,77099,TX,,12822 Crow Valley Ln,***********,,4050.0000,0.0000,4050.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/6997928214744,,,,,,,2024-11-11 01:55:06.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
d2b932d627ac87d9122b7851c0551c49,CollectOrder,order_id,0105431600002,,E*M,,K*****N,,,,,,,+8210***34105,,,,ekh****@coway.com,,,,,,,Houston,,,77099,TX,,"12822 Crow Valley Ln, Houston, TX 77099, USA",***********,,1520.0000,0.0000,1520.0000,0.0000,0.0000,0.0000,USD,N,,,,,gid://shopify/OrderTransaction/6997920088280,,,,,,,2024-11-11 01:48:52.000000 +00:00,,•••• •••• •••• 4242,Visa,CREDIT_CARD,,,,Y
